,benchmark,model,ROC,precision @ rank,time
2223,wine_benchmark_0946.csv,LODA,0.4763,0.0,0.082
2224,wine_benchmark_0947.csv,KNN,0.5796,0.0263,0.527
2225,wine_benchmark_0947.csv,LOF,0.5496,0.0263,0.555
2226,wine_benchmark_0947.csv,PCA,0.5552,0.0263,0.027
2227,wine_benchmark_0947.csv,LODA,0.462,0.0263,0.104
2228,wine_benchmark_0948.csv,KNN,0.5583,0.0,0.546
2229,wine_benchmark_0948.csv,LOF,0.5413,0.0,0.6706
2230,wine_benchmark_0948.csv,PCA,0.5382,0.0,0.017
2231,wine_benchmark_0948.csv,LODA,0.5896,0.0,0.088
2232,wine_benchmark_0949.csv,KNN,0.5756,0.0263,0.4325
2233,wine_benchmark_0949.csv,LOF,0.5565,0.0263,0.542
2234,wine_benchmark_0949.csv,PCA,0.5516,0.0,0.02
2235,wine_benchmark_0949.csv,LODA,0.5803,0.0,0.087
2236,wine_benchmark_0950.csv,KNN,0.6586,0.0,0.577
2237,wine_benchmark_0950.csv,LOF,0.6148,0.0,0.571
2238,wine_benchmark_0950.csv,PCA,0.6163,0.0,0.016
2239,wine_benchmark_0950.csv,LODA,0.5772,0.0,0.108
2240,wine_benchmark_0951.csv,KNN,0.5406,0.0,0.8618
2241,wine_benchmark_0951.csv,LOF,0.534,0.0,0.8393
2242,wine_benchmark_0951.csv,PCA,0.4979,0.0,0.032
2243,wine_benchmark_0951.csv,LODA,0.4771,0.0,0.083
2244,wine_benchmark_0952.csv,KNN,0.5834,0.0,0.9549
2245,wine_benchmark_0952.csv,LOF,0.6096,0.0263,0.9511
2246,wine_benchmark_0952.csv,PCA,0.5399,0.0263,0.027
2247,wine_benchmark_0952.csv,LODA,0.5713,0.0263,0.08
2248,wine_benchmark_0953.csv,KNN,0.5293,0.0,0.8851
2249,wine_benchmark_0953.csv,LOF,0.503,0.0,0.9298
2250,wine_benchmark_0953.csv,PCA,0.5432,0.0,0.035
2251,wine_benchmark_0953.csv,LODA,0.5502,0.0,0.078
2252,wine_benchmark_0954.csv,KNN,0.5658,0.0,0.8651
2253,wine_benchmark_0954.csv,LOF,0.5182,0.0263,0.9032
2254,wine_benchmark_0954.csv,PCA,0.5668,0.0,0.027
2255,wine_benchmark_0954.csv,LODA,0.4817,0.0,0.091
2256,wine_benchmark_0955.csv,KNN,0.5804,0.0,0.9971
2257,wine_benchmark_0955.csv,LOF,0.5545,0.0,0.9751
2258,wine_benchmark_0955.csv,PCA,0.5273,0.0,0.031
2259,wine_benchmark_0955.csv,LODA,0.5232,0.0263,0.086
2260,wine_benchmark_0956.csv,KNN,0.5786,0.0,1.2751
2261,wine_benchmark_0956.csv,LOF,0.5984,0.0,1.4046
2262,wine_benchmark_0956.csv,PCA,0.557,0.0,0.068
2263,wine_benchmark_0956.csv,LODA,0.5396,0.0263,0.078
2264,wine_benchmark_0957.csv,KNN,0.6249,0.0,1.3431
2265,wine_benchmark_0957.csv,LOF,0.561,0.0,1.3506
2266,wine_benchmark_0957.csv,PCA,0.6209,0.0,0.058
2267,wine_benchmark_0957.csv,LODA,0.5731,0.0526,0.089
2268,wine_benchmark_0958.csv,KNN,0.5366,0.0,1.2051
2269,wine_benchmark_0958.csv,LOF,0.5255,0.0,1.4146
2270,wine_benchmark_0958.csv,PCA,0.506,0.0,0.059
2271,wine_benchmark_0958.csv,LODA,0.5528,0.0,0.09
2272,wine_benchmark_0959.csv,KNN,0.5768,0.0,1.3721
2273,wine_benchmark_0959.csv,LOF,0.5177,0.0,1.5121
2274,wine_benchmark_0959.csv,PCA,0.5137,0.0,0.059
2275,wine_benchmark_0959.csv,LODA,0.4854,0.0,0.074
2276,wine_benchmark_0960.csv,KNN,0.5613,0.0263,1.2897
2277,wine_benchmark_0960.csv,LOF,0.5399,0.0,1.4637
2278,wine_benchmark_0960.csv,PCA,0.5284,0.0263,0.067
2279,wine_benchmark_0960.csv,LODA,0.5437,0.0,0.069
2280,wine_benchmark_0961.csv,KNN,0.6753,0.0,0.265
2281,wine_benchmark_0961.csv,LOF,0.6151,0.0263,0.388
2282,wine_benchmark_0961.csv,PCA,0.6519,0.0,0.013
2283,wine_benchmark_0961.csv,LODA,0.6561,0.0,0.116
2284,wine_benchmark_0962.csv,KNN,0.643,0.0263,0.2875
2285,wine_benchmark_0962.csv,LOF,0.6633,0.0526,0.38
2286,wine_benchmark_0962.csv,PCA,0.6361,0.0263,0.012
2287,wine_benchmark_0962.csv,LODA,0.6576,0.0263,0.111
2288,wine_benchmark_0963.csv,KNN,0.6372,0.0263,0.271
2289,wine_benchmark_0963.csv,LOF,0.6019,0.0789,0.405
2290,wine_benchmark_0963.csv,PCA,0.5692,0.0,0.011
2291,wine_benchmark_0963.csv,LODA,0.4951,0.0,0.0812
2292,wine_benchmark_0964.csv,KNN,0.6469,0.0263,0.291
2293,wine_benchmark_0964.csv,LOF,0.6615,0.0526,0.3668
2294,wine_benchmark_0964.csv,PCA,0.569,0.0,0.013
2295,wine_benchmark_0964.csv,LODA,0.5475,0.0,0.099
2296,wine_benchmark_0965.csv,KNN,0.73,0.0526,0.308
2297,wine_benchmark_0965.csv,LOF,0.6975,0.0263,0.394
2298,wine_benchmark_0965.csv,PCA,0.6457,0.0,0.012
2299,wine_benchmark_0965.csv,LODA,0.6825,0.0,0.095
2300,wine_benchmark_0966.csv,KNN,0.5856,0.0263,0.572
2301,wine_benchmark_0966.csv,LOF,0.5422,0.0263,0.604
2302,wine_benchmark_0966.csv,PCA,0.6168,0.0,0.024
2303,wine_benchmark_0966.csv,LODA,0.6881,0.0526,0.087
2304,wine_benchmark_0967.csv,KNN,0.6568,0.0263,0.536
2305,wine_benchmark_0967.csv,LOF,0.6538,0.0263,0.623
2306,wine_benchmark_0967.csv,PCA,0.6285,0.0263,0.018
2307,wine_benchmark_0967.csv,LODA,0.6728,0.0263,0.1
2308,wine_benchmark_0968.csv,KNN,0.6436,0.0263,0.525
2309,wine_benchmark_0968.csv,LOF,0.6434,0.0263,0.6026
2310,wine_benchmark_0968.csv,PCA,0.5763,0.0,0.029
2311,wine_benchmark_0968.csv,LODA,0.5896,0.0,0.081
2312,wine_benchmark_0969.csv,KNN,0.6979,0.0,0.454
2313,wine_benchmark_0969.csv,LOF,0.6581,0.0,0.568
2314,wine_benchmark_0969.csv,PCA,0.6493,0.0263,0.026
2315,wine_benchmark_0969.csv,LODA,0.6054,0.0,0.08
2316,wine_benchmark_0970.csv,KNN,0.6716,0.0263,0.549
2317,wine_benchmark_0970.csv,LOF,0.6195,0.0526,0.507
2318,wine_benchmark_0970.csv,PCA,0.6278,0.0263,0.015
2319,wine_benchmark_0970.csv,LODA,0.6089,0.0263,0.089
2320,wine_benchmark_0971.csv,KNN,0.584,0.0263,0.7221
2321,wine_benchmark_0971.csv,LOF,0.5703,0.0263,0.9721
2322,wine_benchmark_0971.csv,PCA,0.5537,0.0263,0.026
2323,wine_benchmark_0971.csv,LODA,0.5302,0.0,0.083
2324,wine_benchmark_0972.csv,KNN,0.587,0.0263,0.9051
2325,wine_benchmark_0972.csv,LOF,0.5731,0.0263,0.9271
2326,wine_benchmark_0972.csv,PCA,0.5586,0.0263,0.034
2327,wine_benchmark_0972.csv,LODA,0.4926,0.0263,0.081
2328,wine_benchmark_0973.csv,KNN,0.5153,0.0,0.872
2329,wine_benchmark_0973.csv,LOF,0.4902,0.0,0.8246
2330,wine_benchmark_0973.csv,PCA,0.5013,0.0,0.04
2331,wine_benchmark_0973.csv,LODA,0.4788,0.0,0.085
2332,wine_benchmark_0974.csv,KNN,0.5642,0.0,0.8351
2333,wine_benchmark_0974.csv,LOF,0.5362,0.0,0.8241
2334,wine_benchmark_0974.csv,PCA,0.5601,0.0,0.039
2335,wine_benchmark_0974.csv,LODA,0.5133,0.0,0.095
2336,wine_benchmark_0975.csv,KNN,0.5229,0.0263,0.8531
2337,wine_benchmark_0975.csv,LOF,0.5254,0.0263,0.8541
2338,wine_benchmark_0975.csv,PCA,0.5136,0.0,0.033
2339,wine_benchmark_0975.csv,LODA,0.5848,0.0,0.104
2340,wine_benchmark_0976.csv,KNN,0.5556,0.0263,1.2911
2341,wine_benchmark_0976.csv,LOF,0.485,0.0263,1.2004
2342,wine_benchmark_0976.csv,PCA,0.5703,0.0263,0.053
2343,wine_benchmark_0976.csv,LODA,0.5517,0.0263,0.081
2344,wine_benchmark_0977.csv,KNN,0.5864,0.0263,1.3351
2345,wine_benchmark_0977.csv,LOF,0.5661,0.0263,1.2181
2346,wine_benchmark_0977.csv,PCA,0.5737,0.0263,0.064
2347,wine_benchmark_0977.csv,LODA,0.4917,0.0263,0.075
2348,wine_benchmark_0978.csv,KNN,0.6091,0.0263,1.2101
2349,wine_benchmark_0978.csv,LOF,0.6003,0.0263,1.3512
2350,wine_benchmark_0978.csv,PCA,0.5988,0.0263,0.066
2351,wine_benchmark_0978.csv,LODA,0.6298,0.0263,0.08
2352,wine_benchmark_0979.csv,KNN,0.6139,0.0526,1.3667
2353,wine_benchmark_0979.csv,LOF,0.5782,0.0789,1.4177
2354,wine_benchmark_0979.csv,PCA,0.6086,0.0526,0.051
2355,wine_benchmark_0979.csv,LODA,0.5344,0.0263,0.072
2356,wine_benchmark_0980.csv,KNN,0.6042,0.0,1.3142
2357,wine_benchmark_0980.csv,LOF,0.5849,0.0,1.4061
2358,wine_benchmark_0980.csv,PCA,0.5544,0.0,0.055
2359,wine_benchmark_0980.csv,LODA,0.521,0.0,0.076
2360,wine_benchmark_0981.csv,KNN,0.6449,0.0,0.235
2361,wine_benchmark_0981.csv,LOF,0.6597,0.0263,0.3628
2362,wine_benchmark_0981.csv,PCA,0.6176,0.0,0.018
2363,wine_benchmark_0981.csv,LODA,0.6116,0.0,0.123
2364,wine_benchmark_0982.csv,KNN,0.7152,0.0526,0.444
2365,wine_benchmark_0982.csv,LOF,0.6974,0.0789,0.459
2366,wine_benchmark_0982.csv,PCA,0.6562,0.0526,0.0179
2367,wine_benchmark_0982.csv,LODA,0.6593,0.0263,0.081
2368,wine_benchmark_0983.csv,KNN,0.6704,0.0526,0.227
2369,wine_benchmark_0983.csv,LOF,0.657,0.0526,0.3616
2370,wine_benchmark_0983.csv,PCA,0.6066,0.0263,0.015
2371,wine_benchmark_0983.csv,LODA,0.5582,0.0263,0.097
2372,wine_benchmark_0984.csv,KNN,0.748,0.1053,0.445
2373,wine_benchmark_0984.csv,LOF,0.7045,0.0789,0.3961
2374,wine_benchmark_0984.csv,PCA,0.6914,0.0789,0.013
2375,wine_benchmark_0984.csv,LODA,0.7356,0.0811,0.093
2376,wine_benchmark_0985.csv,KNN,0.5829,0.0789,0.276
2377,wine_benchmark_0985.csv,LOF,0.5623,0.0526,0.3865
2378,wine_benchmark_0985.csv,PCA,0.537,0.0526,0.014
2379,wine_benchmark_0985.csv,LODA,0.5836,0.0263,0.118
2380,wine_benchmark_0986.csv,KNN,0.6714,0.0526,0.7386
2381,wine_benchmark_0986.csv,LOF,0.6728,0.0526,0.648
2382,wine_benchmark_0986.csv,PCA,0.6211,0.0526,0.014
2383,wine_benchmark_0986.csv,LODA,0.4099,0.0526,0.089
2384,wine_benchmark_0987.csv,KNN,0.6546,0.0,0.5415
2385,wine_benchmark_0987.csv,LOF,0.6273,0.0,0.609
2386,wine_benchmark_0987.csv,PCA,0.6566,0.0,0.025
2387,wine_benchmark_0987.csv,LODA,0.6865,0.0263,0.09
2388,wine_benchmark_0988.csv,KNN,0.6065,0.0263,0.475
2389,wine_benchmark_0988.csv,LOF,0.6409,0.0526,0.552
2390,wine_benchmark_0988.csv,PCA,0.5614,0.0,0.02
2391,wine_benchmark_0988.csv,LODA,0.555,0.0,0.095
2392,wine_benchmark_0989.csv,KNN,0.6103,0.0,0.4575
2393,wine_benchmark_0989.csv,LOF,0.5965,0.0526,0.622
2394,wine_benchmark_0989.csv,PCA,0.6568,0.0,0.018
2395,wine_benchmark_0989.csv,LODA,0.6959,0.0263,0.092
2396,wine_benchmark_0990.csv,KNN,0.6427,0.0263,0.532
2397,wine_benchmark_0990.csv,LOF,0.5704,0.0263,0.638
2398,wine_benchmark_0990.csv,PCA,0.6234,0.0263,0.027
2399,wine_benchmark_0990.csv,LODA,0.6505,0.0263,0.093
2400,wine_benchmark_0991.csv,KNN,0.5287,0.0,0.9441
2401,wine_benchmark_0991.csv,LOF,0.4772,0.0263,1.0062
2402,wine_benchmark_0991.csv,PCA,0.5422,0.0,0.026
2403,wine_benchmark_0991.csv,LODA,0.5028,0.0,0.093
2404,wine_benchmark_0992.csv,KNN,0.5342,0.0,0.7671
2405,wine_benchmark_0992.csv,LOF,0.5073,0.0,0.9941
2406,wine_benchmark_0992.csv,PCA,0.5691,0.0,0.027
2407,wine_benchmark_0992.csv,LODA,0.5992,0.0,0.087
2408,wine_benchmark_0993.csv,KNN,0.6293,0.0789,0.8771
2409,wine_benchmark_0993.csv,LOF,0.5954,0.0263,0.9701
2410,wine_benchmark_0993.csv,PCA,0.6306,0.0789,0.031
2411,wine_benchmark_0993.csv,LODA,0.5833,0.0263,0.1115
2412,wine_benchmark_0994.csv,KNN,0.5508,0.0263,0.8841
2413,wine_benchmark_0994.csv,LOF,0.5394,0.0263,0.9496
2414,wine_benchmark_0994.csv,PCA,0.5305,0.0526,0.041
2415,wine_benchmark_0994.csv,LODA,0.5427,0.0526,0.092
2416,wine_benchmark_0995.csv,KNN,0.6792,0.0,0.9121
2417,wine_benchmark_0995.csv,LOF,0.6377,0.0,0.8911
2418,wine_benchmark_0995.csv,PCA,0.6396,0.0,0.03
2419,wine_benchmark_0995.csv,LODA,0.5987,0.0,0.097
2420,wine_benchmark_0996.csv,KNN,0.6214,0.0,1.3201
2421,wine_benchmark_0996.csv,LOF,0.6078,0.0,1.5452
2422,wine_benchmark_0996.csv,PCA,0.6301,0.0526,0.055
2423,wine_benchmark_0996.csv,LODA,0.5947,0.0263,0.076
2424,wine_benchmark_0997.csv,KNN,0.597,0.0,1.3011
2425,wine_benchmark_0997.csv,LOF,0.5822,0.0,1.286
2426,wine_benchmark_0997.csv,PCA,0.5889,0.0,0.05
2427,wine_benchmark_0997.csv,LODA,0.5417,0.0263,0.08
2428,wine_benchmark_0998.csv,KNN,0.5941,0.0263,1.2745
2429,wine_benchmark_0998.csv,LOF,0.5718,0.0526,1.2786
2430,wine_benchmark_0998.csv,PCA,0.589,0.0526,0.06
2431,wine_benchmark_0998.csv,LODA,0.6196,0.0263,0.07
2432,wine_benchmark_0999.csv,KNN,0.6391,0.0,1.2571
2433,wine_benchmark_0999.csv,LOF,0.5924,0.0,1.4022
2434,wine_benchmark_0999.csv,PCA,0.6366,0.0,0.073
2435,wine_benchmark_0999.csv,LODA,0.5501,0.0263,0.074
2436,wine_benchmark_1000.csv,KNN,0.5607,0.0789,1.4771
2437,wine_benchmark_1000.csv,LOF,0.5182,0.0789,1.4632
2438,wine_benchmark_1000.csv,PCA,0.5719,0.0789,0.057
2439,wine_benchmark_1000.csv,LODA,0.5905,0.1053,0.074
2440,wine_benchmark_1001.csv,KNN,0.5724,0.0,0.286
2441,wine_benchmark_1001.csv,LOF,0.545,0.0,0.42
2442,wine_benchmark_1001.csv,PCA,0.6225,0.0,0.013
2443,wine_benchmark_1001.csv,LODA,0.5959,0.0,0.112
2444,wine_benchmark_1002.csv,KNN,0.6642,0.0263,0.275
2445,wine_benchmark_1002.csv,LOF,0.5988,0.0263,0.41
2446,wine_benchmark_1002.csv,PCA,0.5223,0.0263,0.024
2447,wine_benchmark_1002.csv,LODA,0.5803,0.0,0.108
2448,wine_benchmark_1003.csv,KNN,0.6347,0.0263,0.261
2449,wine_benchmark_1003.csv,LOF,0.6198,0.0,0.409
2450,wine_benchmark_1003.csv,PCA,0.5329,0.0263,0.014
2451,wine_benchmark_1003.csv,LODA,0.541,0.0263,0.082
2452,wine_benchmark_1004.csv,KNN,0.6355,0.0,0.3432
2453,wine_benchmark_1004.csv,LOF,0.5843,0.0263,0.354
2454,wine_benchmark_1004.csv,PCA,0.632,0.0,0.016
2455,wine_benchmark_1004.csv,LODA,0.6033,0.0,0.114
2456,wine_benchmark_1005.csv,KNN,0.6607,0.0,0.286
2457,wine_benchmark_1005.csv,LOF,0.6107,0.0,0.426
2458,wine_benchmark_1005.csv,PCA,0.551,0.0,0.017
2459,wine_benchmark_1005.csv,LODA,0.6294,0.0263,0.098
2460,wine_benchmark_1006.csv,KNN,0.594,0.0,0.499
2461,wine_benchmark_1006.csv,LOF,0.5971,0.0263,0.57
2462,wine_benchmark_1006.csv,PCA,0.5395,0.0,0.018
2463,wine_benchmark_1006.csv,LODA,0.5483,0.0,0.094
2464,wine_benchmark_1007.csv,KNN,0.6446,0.0,0.5486
2465,wine_benchmark_1007.csv,LOF,0.5796,0.0,0.66
2466,wine_benchmark_1007.csv,PCA,0.6122,0.0,0.019
2467,wine_benchmark_1007.csv,LODA,0.6141,0.0,0.086
2468,wine_benchmark_1008.csv,KNN,0.6371,0.0,0.459
2469,wine_benchmark_1008.csv,LOF,0.5907,0.0,0.6436
2470,wine_benchmark_1008.csv,PCA,0.5844,0.0,0.014
2471,wine_benchmark_1008.csv,LODA,0.6176,0.0,0.096
2472,wine_benchmark_1009.csv,KNN,0.6507,0.0263,0.498
2473,wine_benchmark_1009.csv,LOF,0.6276,0.0,0.49
2474,wine_benchmark_1009.csv,PCA,0.6117,0.0,0.014
2475,wine_benchmark_1009.csv,LODA,0.6567,0.0,0.108
2476,wine_benchmark_1010.csv,KNN,0.6414,0.0,0.567
2477,wine_benchmark_1010.csv,LOF,0.6017,0.0263,0.656
2478,wine_benchmark_1010.csv,PCA,0.5672,0.0,0.015
2479,wine_benchmark_1010.csv,LODA,0.5918,0.0,0.083
2480,wine_benchmark_1011.csv,KNN,0.6229,0.0263,0.9031
2481,wine_benchmark_1011.csv,LOF,0.5837,0.0,0.8801
2482,wine_benchmark_1011.csv,PCA,0.6063,0.0263,0.039
2483,wine_benchmark_1011.csv,LODA,0.599,0.0263,0.081
2484,wine_benchmark_1012.csv,KNN,0.5514,0.0,0.9551
2485,wine_benchmark_1012.csv,LOF,0.5225,0.0263,0.9321
2486,wine_benchmark_1012.csv,PCA,0.4957,0.0,0.039
2487,wine_benchmark_1012.csv,LODA,0.5276,0.0,0.09
2488,wine_benchmark_1013.csv,KNN,0.6172,0.0263,0.9061
2489,wine_benchmark_1013.csv,LOF,0.5555,0.0263,1.2381
2490,wine_benchmark_1013.csv,PCA,0.6626,0.0263,0.028
2491,wine_benchmark_1013.csv,LODA,0.6827,0.0263,0.081
2492,wine_benchmark_1014.csv,KNN,0.5479,0.0,1.0301
2493,wine_benchmark_1014.csv,LOF,0.5457,0.0,1.0931
2494,wine_benchmark_1014.csv,PCA,0.5415,0.0,0.026
2495,wine_benchmark_1014.csv,LODA,0.5238,0.0,0.0881
2496,wine_benchmark_1015.csv,KNN,0.6479,0.0,0.9081
2497,wine_benchmark_1015.csv,LOF,0.6436,0.0,1.0394
2498,wine_benchmark_1015.csv,PCA,0.5915,0.0,0.042
2499,wine_benchmark_1015.csv,LODA,0.5364,0.0,0.115
2500,wine_benchmark_1016.csv,KNN,0.6076,0.0,1.4247
2501,wine_benchmark_1016.csv,LOF,0.6032,0.0,1.5667
2502,wine_benchmark_1016.csv,PCA,0.5808,0.0263,0.053
2503,wine_benchmark_1016.csv,LODA,0.6012,0.0,0.089
2504,wine_benchmark_1017.csv,KNN,0.5642,0.0,1.1931
2505,wine_benchmark_1017.csv,LOF,0.5563,0.0263,1.2941
2506,wine_benchmark_1017.csv,PCA,0.549,0.0,0.071
2507,wine_benchmark_1017.csv,LODA,0.5322,0.0263,0.084
2508,wine_benchmark_1018.csv,KNN,0.6094,0.0263,1.3301
2509,wine_benchmark_1018.csv,LOF,0.5817,0.0,1.4611
2510,wine_benchmark_1018.csv,PCA,0.5985,0.0263,0.058
2511,wine_benchmark_1018.csv,LODA,0.5604,0.0,0.081
2512,wine_benchmark_1019.csv,KNN,0.5693,0.0,1.3101
2513,wine_benchmark_1019.csv,LOF,0.5572,0.0,1.4206
2514,wine_benchmark_1019.csv,PCA,0.5582,0.0,0.061
2515,wine_benchmark_1019.csv,LODA,0.5308,0.0,0.082
2516,wine_benchmark_1020.csv,KNN,0.541,0.0263,1.5261
2517,wine_benchmark_1020.csv,LOF,0.5291,0.0789,1.5767
2518,wine_benchmark_1020.csv,PCA,0.5353,0.0526,0.065
2519,wine_benchmark_1020.csv,LODA,0.5152,0.0263,0.066
2520,wine_benchmark_1021.csv,KNN,0.5968,0.0,0.2571
2521,wine_benchmark_1021.csv,LOF,0.5499,0.0,0.305
2522,wine_benchmark_1021.csv,PCA,0.5659,0.0,0.014
2523,wine_benchmark_1021.csv,LODA,0.5831,0.0,0.076
2524,wine_benchmark_1022.csv,KNN,0.5724,0.0606,0.2355
2525,wine_benchmark_1022.csv,LOF,0.57,0.0303,0.291
2526,wine_benchmark_1022.csv,PCA,0.578,0.0606,0.013
2527,wine_benchmark_1022.csv,LODA,0.5881,0.0303,0.09
2528,wine_benchmark_1023.csv,KNN,0.5621,0.0,0.215
2529,wine_benchmark_1023.csv,LOF,0.5907,0.0,0.323
2530,wine_benchmark_1023.csv,PCA,0.6171,0.0303,0.015
2531,wine_benchmark_1023.csv,LODA,0.6437,0.0303,0.081
2532,wine_benchmark_1024.csv,KNN,0.6171,0.0,0.229
2533,wine_benchmark_1024.csv,LOF,0.5914,0.0312,0.341
2534,wine_benchmark_1024.csv,PCA,0.6123,0.0312,0.011
2535,wine_benchmark_1024.csv,LODA,0.5744,0.0,0.071
2536,wine_benchmark_1025.csv,KNN,0.6156,0.0606,0.258
2537,wine_benchmark_1025.csv,LOF,0.5705,0.0606,0.2697
2538,wine_benchmark_1025.csv,PCA,0.5784,0.0,0.012
2539,wine_benchmark_1025.csv,LODA,0.5457,0.0,0.095
2540,wine_benchmark_1026.csv,KNN,0.5281,0.0,0.463
2541,wine_benchmark_1026.csv,LOF,0.532,0.0,0.4933
2542,wine_benchmark_1026.csv,PCA,0.5187,0.0,0.022
2543,wine_benchmark_1026.csv,LODA,0.5514,0.0303,0.091
2544,wine_benchmark_1027.csv,KNN,0.5772,0.0,0.43
2545,wine_benchmark_1027.csv,LOF,0.572,0.0,0.418
2546,wine_benchmark_1027.csv,PCA,0.5534,0.0,0.027
2547,wine_benchmark_1027.csv,LODA,0.5168,0.0,0.09
2548,wine_benchmark_1028.csv,KNN,0.564,0.0,0.408
2549,wine_benchmark_1028.csv,LOF,0.5658,0.0,0.486
2550,wine_benchmark_1028.csv,PCA,0.5276,0.0,0.019
2551,wine_benchmark_1028.csv,LODA,0.4515,0.0303,0.07
2552,wine_benchmark_1029.csv,KNN,0.5352,0.0625,0.345
2553,wine_benchmark_1029.csv,LOF,0.5081,0.0312,0.45
2554,wine_benchmark_1029.csv,PCA,0.5322,0.0625,0.014
2555,wine_benchmark_1029.csv,LODA,0.5073,0.0625,0.084
2556,wine_benchmark_1030.csv,KNN,0.5184,0.0606,0.451
2557,wine_benchmark_1030.csv,LOF,0.4469,0.0606,0.492
2558,wine_benchmark_1030.csv,PCA,0.5233,0.0606,0.016
2559,wine_benchmark_1030.csv,LODA,0.5486,0.0303,0.092
2560,wine_benchmark_1031.csv,KNN,0.5332,0.0312,0.633
2561,wine_benchmark_1031.csv,LOF,0.5526,0.0312,0.7321
2562,wine_benchmark_1031.csv,PCA,0.5264,0.0312,0.029
2563,wine_benchmark_1031.csv,LODA,0.5534,0.0312,0.08
2564,wine_benchmark_1032.csv,KNN,0.6157,0.0,0.6851
2565,wine_benchmark_1032.csv,LOF,0.5669,0.0,0.614
2566,wine_benchmark_1032.csv,PCA,0.6276,0.0312,0.029
2567,wine_benchmark_1032.csv,LODA,0.6399,0.0625,0.072
2568,wine_benchmark_1033.csv,KNN,0.6365,0.0,0.6241
2569,wine_benchmark_1033.csv,LOF,0.6241,0.0312,0.6747
2570,wine_benchmark_1033.csv,PCA,0.5913,0.0312,0.029
2571,wine_benchmark_1033.csv,LODA,0.5713,0.0,0.067
2572,wine_benchmark_1034.csv,KNN,0.5138,0.0303,0.7701
2573,wine_benchmark_1034.csv,LOF,0.5257,0.0,0.595
2574,wine_benchmark_1034.csv,PCA,0.5363,0.0303,0.025
2575,wine_benchmark_1034.csv,LODA,0.5369,0.0,0.069
2576,wine_benchmark_1035.csv,KNN,0.5177,0.0,0.5351
2577,wine_benchmark_1035.csv,LOF,0.5243,0.0,0.559
2578,wine_benchmark_1035.csv,PCA,0.4998,0.0,0.022
2579,wine_benchmark_1035.csv,LODA,0.5495,0.0,0.08
2580,wine_benchmark_1036.csv,KNN,0.5205,0.0312,0.9659
2581,wine_benchmark_1036.csv,LOF,0.5093,0.0312,0.9651
2582,wine_benchmark_1036.csv,PCA,0.5319,0.0312,0.053
2583,wine_benchmark_1036.csv,LODA,0.5646,0.0312,0.081
2584,wine_benchmark_1037.csv,KNN,0.5789,0.0,0.9841
2585,wine_benchmark_1037.csv,LOF,0.5561,0.0,0.9161
2586,wine_benchmark_1037.csv,PCA,0.5647,0.0303,0.058
2587,wine_benchmark_1037.csv,LODA,0.5137,0.0303,0.067
2588,wine_benchmark_1038.csv,KNN,0.6342,0.0,1.0331
2589,wine_benchmark_1038.csv,LOF,0.6363,0.0,0.9982
2590,wine_benchmark_1038.csv,PCA,0.6246,0.0312,0.049
2591,wine_benchmark_1038.csv,LODA,0.6131,0.0312,0.063
2592,wine_benchmark_1039.csv,KNN,0.6179,0.0312,0.9291
2593,wine_benchmark_1039.csv,LOF,0.5981,0.0312,0.9351
2594,wine_benchmark_1039.csv,PCA,0.6075,0.0312,0.044
2595,wine_benchmark_1039.csv,LODA,0.5979,0.0625,0.063
2596,wine_benchmark_1040.csv,KNN,0.4485,0.0,1.0181
2597,wine_benchmark_1040.csv,LOF,0.4421,0.0,1.0651
2598,wine_benchmark_1040.csv,PCA,0.4229,0.0,0.051
2599,wine_benchmark_1040.csv,LODA,0.4764,0.0,0.084
2600,wine_benchmark_1041.csv,KNN,0.6257,0.0303,0.245
2601,wine_benchmark_1041.csv,LOF,0.6466,0.0606,0.309
2602,wine_benchmark_1041.csv,PCA,0.5539,0.0303,0.013
2603,wine_benchmark_1041.csv,LODA,0.5093,0.0303,0.083
2604,wine_benchmark_1042.csv,KNN,0.6045,0.0625,0.181
2605,wine_benchmark_1042.csv,LOF,0.6417,0.0312,0.248
2606,wine_benchmark_1042.csv,PCA,0.5471,0.0312,0.011
2607,wine_benchmark_1042.csv,LODA,0.6089,0.0312,0.076
2608,wine_benchmark_1043.csv,KNN,0.5583,0.0303,0.233
2609,wine_benchmark_1043.csv,LOF,0.5587,0.0303,0.257
2610,wine_benchmark_1043.csv,PCA,0.574,0.0303,0.012
2611,wine_benchmark_1043.csv,LODA,0.5683,0.0303,0.084
2612,wine_benchmark_1044.csv,KNN,0.5827,0.0312,0.238
2613,wine_benchmark_1044.csv,LOF,0.6062,0.0312,0.286
2614,wine_benchmark_1044.csv,PCA,0.5712,0.0312,0.011
2615,wine_benchmark_1044.csv,LODA,0.5661,0.0312,0.098
2616,wine_benchmark_1045.csv,KNN,0.5645,0.0312,0.253
2617,wine_benchmark_1045.csv,LOF,0.5364,0.0312,0.347
2618,wine_benchmark_1045.csv,PCA,0.5461,0.0312,0.012
2619,wine_benchmark_1045.csv,LODA,0.5366,0.0,0.101
2620,wine_benchmark_1046.csv,KNN,0.5713,0.0,0.317
2621,wine_benchmark_1046.csv,LOF,0.5754,0.0,0.4055
2622,wine_benchmark_1046.csv,PCA,0.5827,0.0,0.0136
2623,wine_benchmark_1046.csv,LODA,0.5706,0.0312,0.087
2624,wine_benchmark_1047.csv,KNN,0.5239,0.0303,0.408
