,benchmark,model,ROC,precision @ rank,time
407,wine_benchmark_0102.csv,LODA,0.4885,0.3685,0.104
408,wine_benchmark_0103.csv,KNN,0.5485,0.4,0.257
409,wine_benchmark_0103.csv,LOF,0.5545,0.409,0.3639
410,wine_benchmark_0103.csv,PCA,0.5254,0.3948,0.019
411,wine_benchmark_0103.csv,LODA,0.4808,0.3493,0.082
412,wine_benchmark_0104.csv,KNN,0.5417,0.4042,0.267
413,wine_benchmark_0104.csv,LOF,0.5557,0.4239,0.315
414,wine_benchmark_0104.csv,PCA,0.529,0.3957,0.012
415,wine_benchmark_0104.csv,LODA,0.5834,0.4402,0.09
416,wine_benchmark_0105.csv,KNN,0.5369,0.4167,0.284
417,wine_benchmark_0105.csv,LOF,0.5424,0.4181,0.406
418,wine_benchmark_0105.csv,PCA,0.5185,0.4111,0.014
419,wine_benchmark_0105.csv,LODA,0.5436,0.4118,0.096
420,wine_benchmark_0106.csv,KNN,0.5388,0.3912,0.4342
421,wine_benchmark_0106.csv,LOF,0.5272,0.3889,0.635
422,wine_benchmark_0106.csv,PCA,0.5328,0.4001,0.023
423,wine_benchmark_0106.csv,LODA,0.5211,0.3792,0.118
424,wine_benchmark_0107.csv,KNN,0.5353,0.4133,0.6
425,wine_benchmark_0107.csv,LOF,0.5345,0.4104,0.5796
426,wine_benchmark_0107.csv,PCA,0.5243,0.409,0.02
427,wine_benchmark_0107.csv,LODA,0.5867,0.4597,0.068
428,wine_benchmark_0108.csv,KNN,0.545,0.42,0.403
429,wine_benchmark_0108.csv,LOF,0.5359,0.4085,0.4976
430,wine_benchmark_0108.csv,PCA,0.5325,0.4135,0.019
431,wine_benchmark_0108.csv,LODA,0.585,0.4503,0.097
432,wine_benchmark_0109.csv,KNN,0.544,0.4065,0.466
433,wine_benchmark_0109.csv,LOF,0.5444,0.4021,0.613
434,wine_benchmark_0109.csv,PCA,0.5279,0.4021,0.014
435,wine_benchmark_0109.csv,LODA,0.5629,0.4205,0.08
436,wine_benchmark_0110.csv,KNN,0.5368,0.3971,0.6971
437,wine_benchmark_0110.csv,LOF,0.538,0.3978,0.543
438,wine_benchmark_0110.csv,PCA,0.5156,0.3956,0.016
439,wine_benchmark_0110.csv,LODA,0.5033,0.3752,0.097
440,wine_benchmark_0111.csv,KNN,0.5462,0.4084,0.8121
441,wine_benchmark_0111.csv,LOF,0.5443,0.4084,0.8771
442,wine_benchmark_0111.csv,PCA,0.5314,0.401,0.034
443,wine_benchmark_0111.csv,LODA,0.5797,0.4444,0.078
444,wine_benchmark_0112.csv,KNN,0.5368,0.3898,0.9521
445,wine_benchmark_0112.csv,LOF,0.5246,0.3854,0.8619
446,wine_benchmark_0112.csv,PCA,0.5264,0.3831,0.029
447,wine_benchmark_0112.csv,LODA,0.5558,0.4093,0.073
448,wine_benchmark_0113.csv,KNN,0.5466,0.4086,0.8486
449,wine_benchmark_0113.csv,LOF,0.5234,0.3919,0.8451
450,wine_benchmark_0113.csv,PCA,0.527,0.4006,0.03
451,wine_benchmark_0113.csv,LODA,0.5584,0.426,0.069
452,wine_benchmark_0114.csv,KNN,0.5418,0.4004,0.8951
453,wine_benchmark_0114.csv,LOF,0.5145,0.3969,0.8111
454,wine_benchmark_0114.csv,PCA,0.5248,0.4111,0.028
455,wine_benchmark_0114.csv,LODA,0.4752,0.3597,0.074
456,wine_benchmark_0115.csv,KNN,0.5445,0.3958,0.7481
457,wine_benchmark_0115.csv,LOF,0.5244,0.3832,0.8631
458,wine_benchmark_0115.csv,PCA,0.5299,0.3966,0.043
459,wine_benchmark_0115.csv,LODA,0.5438,0.3988,0.093
460,wine_benchmark_0116.csv,KNN,0.5326,0.3929,2.163
461,wine_benchmark_0116.csv,LOF,0.5231,0.3863,1.7301
462,wine_benchmark_0116.csv,PCA,0.5196,0.3856,0.056
463,wine_benchmark_0116.csv,LODA,0.5646,0.4172,0.071
464,wine_benchmark_0117.csv,KNN,0.5294,0.3987,1.4808
465,wine_benchmark_0117.csv,LOF,0.5093,0.3821,1.3037
466,wine_benchmark_0117.csv,PCA,0.5122,0.4009,0.055
467,wine_benchmark_0117.csv,LODA,0.4836,0.3569,0.074
468,wine_benchmark_0118.csv,KNN,0.5135,0.3912,1.1344
469,wine_benchmark_0118.csv,LOF,0.5058,0.3754,1.3284
470,wine_benchmark_0118.csv,PCA,0.5063,0.3782,0.055
471,wine_benchmark_0118.csv,LODA,0.5114,0.3898,0.082
472,wine_benchmark_0119.csv,KNN,0.5475,0.4034,1.7775
473,wine_benchmark_0119.csv,LOF,0.523,0.3894,1.8213
474,wine_benchmark_0119.csv,PCA,0.5361,0.4093,0.079
475,wine_benchmark_0119.csv,LODA,0.4939,0.3643,0.117
476,wine_benchmark_0120.csv,KNN,0.5293,0.3847,1.1849
477,wine_benchmark_0120.csv,LOF,0.5183,0.3802,1.3122
478,wine_benchmark_0120.csv,PCA,0.5234,0.39,0.0566
479,wine_benchmark_0120.csv,LODA,0.52,0.3743,0.072
480,wine_benchmark_0121.csv,KNN,0.5311,0.4149,0.238
481,wine_benchmark_0121.csv,LOF,0.5524,0.4221,0.3577
482,wine_benchmark_0121.csv,PCA,0.5383,0.4285,0.017
483,wine_benchmark_0121.csv,LODA,0.5383,0.4178,0.096
484,wine_benchmark_0122.csv,KNN,0.5588,0.4251,0.229
485,wine_benchmark_0122.csv,LOF,0.5634,0.4243,0.328
486,wine_benchmark_0122.csv,PCA,0.5444,0.4131,0.014
487,wine_benchmark_0122.csv,LODA,0.6094,0.4526,0.086
488,wine_benchmark_0123.csv,KNN,0.5512,0.4133,0.321
489,wine_benchmark_0123.csv,LOF,0.5487,0.405,0.3661
490,wine_benchmark_0123.csv,PCA,0.536,0.4108,0.029
491,wine_benchmark_0123.csv,LODA,0.4788,0.3501,0.1255
492,wine_benchmark_0124.csv,KNN,0.547,0.4146,0.319
493,wine_benchmark_0124.csv,LOF,0.5535,0.4107,0.36
494,wine_benchmark_0124.csv,PCA,0.5334,0.3982,0.014
495,wine_benchmark_0124.csv,LODA,0.4368,0.3113,0.096
496,wine_benchmark_0125.csv,KNN,0.5568,0.422,0.222
497,wine_benchmark_0125.csv,LOF,0.5592,0.414,0.3094
498,wine_benchmark_0125.csv,PCA,0.5393,0.4176,0.015
499,wine_benchmark_0125.csv,LODA,0.5521,0.4201,0.1
500,wine_benchmark_0126.csv,KNN,0.5569,0.4199,0.63
501,wine_benchmark_0126.csv,LOF,0.5405,0.4162,0.5566
502,wine_benchmark_0126.csv,PCA,0.5414,0.4155,0.026
503,wine_benchmark_0126.csv,LODA,0.5211,0.3996,0.087
504,wine_benchmark_0127.csv,KNN,0.5503,0.4033,0.491
505,wine_benchmark_0127.csv,LOF,0.5386,0.4003,0.5173
506,wine_benchmark_0127.csv,PCA,0.5373,0.4137,0.015
507,wine_benchmark_0127.csv,LODA,0.5754,0.4323,0.09
508,wine_benchmark_0128.csv,KNN,0.5309,0.4012,0.5481
509,wine_benchmark_0128.csv,LOF,0.5286,0.3961,0.665
510,wine_benchmark_0128.csv,PCA,0.5243,0.4091,0.016
511,wine_benchmark_0128.csv,LODA,0.5583,0.417,0.104
512,wine_benchmark_0129.csv,KNN,0.542,0.4009,0.456
513,wine_benchmark_0129.csv,LOF,0.5278,0.3958,0.5861
514,wine_benchmark_0129.csv,PCA,0.5265,0.406,0.016
515,wine_benchmark_0129.csv,LODA,0.5649,0.4257,0.115
516,wine_benchmark_0130.csv,KNN,0.5488,0.419,0.531
517,wine_benchmark_0130.csv,LOF,0.533,0.4147,0.4966
518,wine_benchmark_0130.csv,PCA,0.5365,0.4083,0.02
519,wine_benchmark_0130.csv,LODA,0.5548,0.449,0.092
520,wine_benchmark_0131.csv,KNN,0.5606,0.4168,0.9381
521,wine_benchmark_0131.csv,LOF,0.5296,0.3949,0.7647
522,wine_benchmark_0131.csv,PCA,0.5475,0.4182,0.028
523,wine_benchmark_0131.csv,LODA,0.5615,0.4146,0.093
524,wine_benchmark_0132.csv,KNN,0.5378,0.3865,0.8391
525,wine_benchmark_0132.csv,LOF,0.5244,0.3798,0.9221
526,wine_benchmark_0132.csv,PCA,0.5289,0.3835,0.037
527,wine_benchmark_0132.csv,LODA,0.5144,0.3745,0.074
528,wine_benchmark_0133.csv,KNN,0.5424,0.3868,0.7781
529,wine_benchmark_0133.csv,LOF,0.5211,0.3777,0.848
530,wine_benchmark_0133.csv,PCA,0.5358,0.3936,0.035
531,wine_benchmark_0133.csv,LODA,0.5326,0.3853,0.076
532,wine_benchmark_0134.csv,KNN,0.5593,0.4366,0.7961
533,wine_benchmark_0134.csv,LOF,0.5426,0.4124,0.911
534,wine_benchmark_0134.csv,PCA,0.5471,0.4224,0.029
535,wine_benchmark_0134.csv,LODA,0.4837,0.3654,0.068
536,wine_benchmark_0135.csv,KNN,0.5364,0.3821,0.93
537,wine_benchmark_0135.csv,LOF,0.5239,0.3761,0.8881
538,wine_benchmark_0135.csv,PCA,0.5339,0.3896,0.044
539,wine_benchmark_0135.csv,LODA,0.5423,0.3971,0.087
540,wine_benchmark_0136.csv,KNN,0.5229,0.3807,1.3241
541,wine_benchmark_0136.csv,LOF,0.507,0.3829,1.5091
542,wine_benchmark_0136.csv,PCA,0.5205,0.3968,0.063
543,wine_benchmark_0136.csv,LODA,0.4983,0.3647,0.071
544,wine_benchmark_0137.csv,KNN,0.5239,0.3996,1.4575
545,wine_benchmark_0137.csv,LOF,0.5103,0.3922,1.2266
546,wine_benchmark_0137.csv,PCA,0.5169,0.3937,0.059
547,wine_benchmark_0137.csv,LODA,0.5417,0.4172,0.08
548,wine_benchmark_0138.csv,KNN,0.5453,0.4032,1.2559
549,wine_benchmark_0138.csv,LOF,0.5253,0.393,1.3301
550,wine_benchmark_0138.csv,PCA,0.539,0.4062,0.057
551,wine_benchmark_0138.csv,LODA,0.474,0.3526,0.075
552,wine_benchmark_0139.csv,KNN,0.5257,0.3754,1.4798
553,wine_benchmark_0139.csv,LOF,0.5073,0.3536,1.4361
554,wine_benchmark_0139.csv,PCA,0.5243,0.3799,0.056
555,wine_benchmark_0139.csv,LODA,0.4697,0.3348,0.074
556,wine_benchmark_0140.csv,KNN,0.5191,0.3839,1.1661
557,wine_benchmark_0140.csv,LOF,0.5031,0.3703,1.2464
558,wine_benchmark_0140.csv,PCA,0.5169,0.3748,0.072
559,wine_benchmark_0140.csv,LODA,0.5505,0.409,0.091
560,wine_benchmark_0141.csv,KNN,0.553,0.4331,0.324
561,wine_benchmark_0141.csv,LOF,0.5685,0.4302,0.4246
562,wine_benchmark_0141.csv,PCA,0.5483,0.4219,0.016
563,wine_benchmark_0141.csv,LODA,0.5381,0.4144,0.075
564,wine_benchmark_0142.csv,KNN,0.5571,0.4245,0.289
565,wine_benchmark_0142.csv,LOF,0.5706,0.4359,0.4049
566,wine_benchmark_0142.csv,PCA,0.5527,0.4271,0.014
567,wine_benchmark_0142.csv,LODA,0.6057,0.4687,0.101
568,wine_benchmark_0143.csv,KNN,0.5409,0.408,0.263
569,wine_benchmark_0143.csv,LOF,0.5544,0.4147,0.43
570,wine_benchmark_0143.csv,PCA,0.5441,0.418,0.014
571,wine_benchmark_0143.csv,LODA,0.6097,0.4609,0.11
572,wine_benchmark_0144.csv,KNN,0.5445,0.4122,0.243
573,wine_benchmark_0144.csv,LOF,0.5488,0.4032,0.3301
574,wine_benchmark_0144.csv,PCA,0.5375,0.4141,0.017
575,wine_benchmark_0144.csv,LODA,0.5463,0.4151,0.091
576,wine_benchmark_0145.csv,KNN,0.5483,0.4142,0.312
577,wine_benchmark_0145.csv,LOF,0.5594,0.4245,0.373
578,wine_benchmark_0145.csv,PCA,0.5427,0.4245,0.021
579,wine_benchmark_0145.csv,LODA,0.499,0.3886,0.081
580,wine_benchmark_0146.csv,KNN,0.5541,0.4128,0.469
581,wine_benchmark_0146.csv,LOF,0.5511,0.403,0.575
582,wine_benchmark_0146.csv,PCA,0.543,0.4136,0.014
583,wine_benchmark_0146.csv,LODA,0.5866,0.4415,0.09
584,wine_benchmark_0147.csv,KNN,0.5355,0.3935,0.472
585,wine_benchmark_0147.csv,LOF,0.5289,0.4039,0.6871
586,wine_benchmark_0147.csv,PCA,0.5329,0.4061,0.019
587,wine_benchmark_0147.csv,LODA,0.5835,0.4358,0.103
588,wine_benchmark_0148.csv,KNN,0.554,0.4222,0.526
589,wine_benchmark_0148.csv,LOF,0.5448,0.407,0.627
590,wine_benchmark_0148.csv,PCA,0.5422,0.4171,0.016
591,wine_benchmark_0148.csv,LODA,0.5678,0.4323,0.12
592,wine_benchmark_0149.csv,KNN,0.559,0.4187,0.5841
593,wine_benchmark_0149.csv,LOF,0.542,0.4201,0.555
594,wine_benchmark_0149.csv,PCA,0.538,0.4099,0.02
595,wine_benchmark_0149.csv,LODA,0.5709,0.4471,0.091
596,wine_benchmark_0150.csv,KNN,0.5569,0.4439,0.564
597,wine_benchmark_0150.csv,LOF,0.551,0.4369,0.626
598,wine_benchmark_0150.csv,PCA,0.5341,0.4181,0.016
599,wine_benchmark_0150.csv,LODA,0.5371,0.4237,0.096
600,wine_benchmark_0151.csv,KNN,0.5549,0.4065,0.9891
601,wine_benchmark_0151.csv,LOF,0.5276,0.3925,0.9541
602,wine_benchmark_0151.csv,PCA,0.5395,0.4072,0.039
603,wine_benchmark_0151.csv,LODA,0.5888,0.442,0.08
604,wine_benchmark_0152.csv,KNN,0.5538,0.4163,0.8121
605,wine_benchmark_0152.csv,LOF,0.5335,0.4075,0.9341
606,wine_benchmark_0152.csv,PCA,0.5461,0.4104,0.03
607,wine_benchmark_0152.csv,LODA,0.5013,0.3664,0.084
608,wine_benchmark_0153.csv,KNN,0.5576,0.3973,0.8141
609,wine_benchmark_0153.csv,LOF,0.5352,0.3875,0.8911
610,wine_benchmark_0153.csv,PCA,0.5444,0.4026,0.029
611,wine_benchmark_0153.csv,LODA,0.5883,0.4424,0.076
612,wine_benchmark_0154.csv,KNN,0.5331,0.396,0.8931
613,wine_benchmark_0154.csv,LOF,0.5096,0.3857,1.0461
614,wine_benchmark_0154.csv,PCA,0.5283,0.3946,0.023
615,wine_benchmark_0154.csv,LODA,0.529,0.3894,0.069
616,wine_benchmark_0155.csv,KNN,0.5475,0.4035,0.7881
617,wine_benchmark_0155.csv,LOF,0.5229,0.3876,0.8321
618,wine_benchmark_0155.csv,PCA,0.5394,0.4114,0.031
619,wine_benchmark_0155.csv,LODA,0.5022,0.3761,0.081
620,wine_benchmark_0156.csv,KNN,0.5366,0.4034,1.3201
621,wine_benchmark_0156.csv,LOF,0.5255,0.3939,1.2781
622,wine_benchmark_0156.csv,PCA,0.5315,0.3975,0.073
623,wine_benchmark_0156.csv,LODA,0.4623,0.3455,0.08
624,wine_benchmark_0157.csv,KNN,0.5456,0.4204,1.3721
625,wine_benchmark_0157.csv,LOF,0.5321,0.4032,1.4136
626,wine_benchmark_0157.csv,PCA,0.5387,0.4082,0.058
627,wine_benchmark_0157.csv,LODA,0.4951,0.3752,0.073
628,wine_benchmark_0158.csv,KNN,0.542,0.401,1.5631
629,wine_benchmark_0158.csv,LOF,0.5068,0.3791,1.5587
630,wine_benchmark_0158.csv,PCA,0.5327,0.4047,0.072
631,wine_benchmark_0158.csv,LODA,0.485,0.363,0.091
632,wine_benchmark_0159.csv,KNN,0.5199,0.4254,1.5076
633,wine_benchmark_0159.csv,LOF,0.5017,0.402,1.2631
634,wine_benchmark_0159.csv,PCA,0.5129,0.4221,0.068
635,wine_benchmark_0159.csv,LODA,0.548,0.4415,0.0755
636,wine_benchmark_0160.csv,KNN,0.5245,0.3836,1.312
637,wine_benchmark_0160.csv,LOF,0.51,0.3758,1.3891
638,wine_benchmark_0160.csv,PCA,0.5213,0.3923,0.07
639,wine_benchmark_0160.csv,LODA,0.4806,0.3443,0.078
640,wine_benchmark_0161.csv,KNN,0.5401,0.4057,0.304
641,wine_benchmark_0161.csv,LOF,0.5383,0.3945,0.399
642,wine_benchmark_0161.csv,PCA,0.5151,0.3974,0.016
643,wine_benchmark_0161.csv,LODA,0.5434,0.4032,0.088
644,wine_benchmark_0162.csv,KNN,0.5351,0.4027,0.319
645,wine_benchmark_0162.csv,LOF,0.5559,0.4053,0.362
646,wine_benchmark_0162.csv,PCA,0.5103,0.3846,0.025
647,wine_benchmark_0162.csv,LODA,0.5374,0.4001,0.077
648,wine_benchmark_0163.csv,KNN,0.5355,0.3847,0.294
649,wine_benchmark_0163.csv,LOF,0.5531,0.3945,0.421
650,wine_benchmark_0163.csv,PCA,0.5229,0.3923,0.015
651,wine_benchmark_0163.csv,LODA,0.5134,0.368,0.087
652,wine_benchmark_0164.csv,KNN,0.5353,0.398,0.288
653,wine_benchmark_0164.csv,LOF,0.542,0.4038,0.355
654,wine_benchmark_0164.csv,PCA,0.5134,0.398,0.014
655,wine_benchmark_0164.csv,LODA,0.5834,0.447,0.108
656,wine_benchmark_0165.csv,KNN,0.5296,0.4049,0.321
657,wine_benchmark_0165.csv,LOF,0.5444,0.4192,0.443
658,wine_benchmark_0165.csv,PCA,0.5196,0.4113,0.015
659,wine_benchmark_0165.csv,LODA,0.5455,0.4307,0.09
660,wine_benchmark_0166.csv,KNN,0.5343,0.4029,0.4781
661,wine_benchmark_0166.csv,LOF,0.5336,0.3942,0.564
662,wine_benchmark_0166.csv,PCA,0.5167,0.4036,0.016
663,wine_benchmark_0166.csv,LODA,0.5233,0.4079,0.084
664,wine_benchmark_0167.csv,KNN,0.5332,0.4066,0.446
665,wine_benchmark_0167.csv,LOF,0.5152,0.3967,0.593
666,wine_benchmark_0167.csv,PCA,0.5132,0.3939,0.019
667,wine_benchmark_0167.csv,LODA,0.5704,0.4356,0.12
668,wine_benchmark_0168.csv,KNN,0.5429,0.3914,0.483
669,wine_benchmark_0168.csv,LOF,0.5274,0.3823,0.559
670,wine_benchmark_0168.csv,PCA,0.5304,0.3952,0.015
671,wine_benchmark_0168.csv,LODA,0.5408,0.3944,0.092
672,wine_benchmark_0169.csv,KNN,0.5369,0.4012,0.476
673,wine_benchmark_0169.csv,LOF,0.5294,0.3858,0.6
674,wine_benchmark_0169.csv,PCA,0.5196,0.388,0.023
675,wine_benchmark_0169.csv,LODA,0.5157,0.3851,0.104
676,wine_benchmark_0170.csv,KNN,0.5388,0.3927,0.456
677,wine_benchmark_0170.csv,LOF,0.5183,0.3732,0.617
678,wine_benchmark_0170.csv,PCA,0.5248,0.3882,0.019
679,wine_benchmark_0170.csv,LODA,0.5863,0.4428,0.091
680,wine_benchmark_0171.csv,KNN,0.5234,0.3667,0.8041
681,wine_benchmark_0171.csv,LOF,0.5028,0.3583,0.7531
682,wine_benchmark_0171.csv,PCA,0.515,0.3833,0.041
683,wine_benchmark_0171.csv,LODA,0.5242,0.3811,0.096
684,wine_benchmark_0172.csv,KNN,0.5266,0.3904,0.7881
685,wine_benchmark_0172.csv,LOF,0.5193,0.3889,0.8881
686,wine_benchmark_0172.csv,PCA,0.5085,0.3808,0.027
687,wine_benchmark_0172.csv,LODA,0.4668,0.3465,0.073
688,wine_benchmark_0173.csv,KNN,0.527,0.3956,0.7652
689,wine_benchmark_0173.csv,LOF,0.5166,0.3847,0.8879
690,wine_benchmark_0173.csv,PCA,0.5181,0.3985,0.035
691,wine_benchmark_0173.csv,LODA,0.587,0.4487,0.077
692,wine_benchmark_0174.csv,KNN,0.5284,0.3902,0.8361
693,wine_benchmark_0174.csv,LOF,0.5147,0.3829,0.9364
694,wine_benchmark_0174.csv,PCA,0.5198,0.3902,0.042
695,wine_benchmark_0174.csv,LODA,0.4771,0.3429,0.081
696,wine_benchmark_0175.csv,KNN,0.5263,0.394,0.9031
697,wine_benchmark_0175.csv,LOF,0.5177,0.3897,0.9231
698,wine_benchmark_0175.csv,PCA,0.5084,0.384,0.0365
699,wine_benchmark_0175.csv,LODA,0.5457,0.4155,0.08
700,wine_benchmark_0176.csv,KNN,0.5242,0.3881,1.3331
701,wine_benchmark_0176.csv,LOF,0.5071,0.377,1.2061
702,wine_benchmark_0176.csv,PCA,0.5144,0.3748,0.068
703,wine_benchmark_0176.csv,LODA,0.4749,0.3489,0.081
704,wine_benchmark_0177.csv,KNN,0.5226,0.3901,1.3202
705,wine_benchmark_0177.csv,LOF,0.5127,0.3754,1.3992
706,wine_benchmark_0177.csv,PCA,0.5111,0.3761,0.05
707,wine_benchmark_0177.csv,LODA,0.5209,0.385,0.073
708,wine_benchmark_0178.csv,KNN,0.5167,0.3702,1.4961
709,wine_benchmark_0178.csv,LOF,0.5004,0.3628,1.5694
710,wine_benchmark_0178.csv,PCA,0.5149,0.3753,0.055
711,wine_benchmark_0178.csv,LODA,0.5246,0.3987,0.084
712,wine_benchmark_0179.csv,KNN,0.5379,0.3923,1.5762
713,wine_benchmark_0179.csv,LOF,0.5099,0.3783,1.4761
714,wine_benchmark_0179.csv,PCA,0.5284,0.3864,0.062
715,wine_benchmark_0179.csv,LODA,0.5127,0.3894,0.085
716,wine_benchmark_0180.csv,KNN,0.5218,0.3855,1.4311
717,wine_benchmark_0180.csv,LOF,0.5129,0.3759,1.3766
718,wine_benchmark_0180.csv,PCA,0.5117,0.3767,0.063
719,wine_benchmark_0180.csv,LODA,0.4474,0.336,0.089
720,wine_benchmark_0181.csv,KNN,0.497,0.4392,0.15
721,wine_benchmark_0181.csv,LOF,0.5022,0.4439,0.209
722,wine_benchmark_0181.csv,PCA,0.4815,0.4364,0.01
723,wine_benchmark_0181.csv,LODA,0.5055,0.4571,0.084
724,wine_benchmark_0182.csv,KNN,0.4975,0.4427,0.137
725,wine_benchmark_0182.csv,LOF,0.5,0.4566,0.218
726,wine_benchmark_0182.csv,PCA,0.4834,0.4492,0.011
727,wine_benchmark_0182.csv,LODA,0.4904,0.4473,0.098
728,wine_benchmark_0183.csv,KNN,0.4961,0.4307,0.139
729,wine_benchmark_0183.csv,LOF,0.5114,0.4478,0.176
730,wine_benchmark_0183.csv,PCA,0.4873,0.4393,0.012
731,wine_benchmark_0183.csv,LODA,0.4998,0.4431,0.079
732,wine_benchmark_0184.csv,KNN,0.5069,0.4503,0.141
733,wine_benchmark_0184.csv,LOF,0.5144,0.4587,0.1958
734,wine_benchmark_0184.csv,PCA,0.4857,0.4424,0.012
735,wine_benchmark_0184.csv,LODA,0.5107,0.4661,0.089
736,wine_benchmark_0185.csv,KNN,0.5136,0.4476,0.145
737,wine_benchmark_0185.csv,LOF,0.5257,0.4625,0.21
738,wine_benchmark_0185.csv,PCA,0.4916,0.4401,0.011
739,wine_benchmark_0185.csv,LODA,0.4912,0.4298,0.096
740,wine_benchmark_0186.csv,KNN,0.4994,0.4391,0.285
741,wine_benchmark_0186.csv,LOF,0.5023,0.4522,0.364
742,wine_benchmark_0186.csv,PCA,0.4912,0.4391,0.012
743,wine_benchmark_0186.csv,LODA,0.5162,0.4719,0.057
744,wine_benchmark_0187.csv,KNN,0.4934,0.4348,0.247
745,wine_benchmark_0187.csv,LOF,0.4955,0.4452,0.29
746,wine_benchmark_0187.csv,PCA,0.476,0.4225,0.013
747,wine_benchmark_0187.csv,LODA,0.4869,0.4386,0.091
748,wine_benchmark_0188.csv,KNN,0.4968,0.4468,0.294
749,wine_benchmark_0188.csv,LOF,0.4973,0.4431,0.3071
750,wine_benchmark_0188.csv,PCA,0.4902,0.4497,0.016
751,wine_benchmark_0188.csv,LODA,0.5152,0.4553,0.081
752,wine_benchmark_0189.csv,KNN,0.5048,0.4476,0.26
753,wine_benchmark_0189.csv,LOF,0.5123,0.4457,0.291
754,wine_benchmark_0189.csv,PCA,0.4829,0.4315,0.015
755,wine_benchmark_0189.csv,LODA,0.4979,0.4495,0.0985
756,wine_benchmark_0190.csv,KNN,0.4852,0.4384,0.251
757,wine_benchmark_0190.csv,LOF,0.4871,0.4356,0.318
758,wine_benchmark_0190.csv,PCA,0.4776,0.4309,0.012
759,wine_benchmark_0190.csv,LODA,0.4683,0.4252,0.085
760,wine_benchmark_0191.csv,KNN,0.5077,0.4534,0.382
761,wine_benchmark_0191.csv,LOF,0.5093,0.4599,0.5615
762,wine_benchmark_0191.csv,PCA,0.4911,0.4403,0.023
763,wine_benchmark_0191.csv,LODA,0.5308,0.4804,0.085
764,wine_benchmark_0192.csv,KNN,0.5076,0.4683,0.416
765,wine_benchmark_0192.csv,LOF,0.5136,0.4738,0.4641
766,wine_benchmark_0192.csv,PCA,0.5013,0.4637,0.021
767,wine_benchmark_0192.csv,LODA,0.5242,0.4766,0.072
768,wine_benchmark_0193.csv,KNN,0.5029,0.4504,0.395
769,wine_benchmark_0193.csv,LOF,0.5042,0.4522,0.371
770,wine_benchmark_0193.csv,PCA,0.4942,0.4485,0.017
771,wine_benchmark_0193.csv,LODA,0.4751,0.4335,0.074
772,wine_benchmark_0194.csv,KNN,0.5096,0.4547,0.463
773,wine_benchmark_0194.csv,LOF,0.5078,0.451,0.459
774,wine_benchmark_0194.csv,PCA,0.4936,0.4501,0.025
775,wine_benchmark_0194.csv,LODA,0.4804,0.4325,0.078
776,wine_benchmark_0195.csv,KNN,0.4945,0.4296,0.369
777,wine_benchmark_0195.csv,LOF,0.4988,0.4435,0.4375
778,wine_benchmark_0195.csv,PCA,0.4847,0.4389,0.016
779,wine_benchmark_0195.csv,LODA,0.5045,0.4574,0.077
780,wine_benchmark_0196.csv,KNN,0.508,0.4437,0.579
781,wine_benchmark_0196.csv,LOF,0.5105,0.4494,0.6741
782,wine_benchmark_0196.csv,PCA,0.5017,0.4351,0.055
783,wine_benchmark_0196.csv,LODA,0.5076,0.4485,0.074
784,wine_benchmark_0197.csv,KNN,0.5121,0.4621,0.641
785,wine_benchmark_0197.csv,LOF,0.5127,0.4677,0.588
786,wine_benchmark_0197.csv,PCA,0.5033,0.4565,0.045
787,wine_benchmark_0197.csv,LODA,0.4788,0.4312,0.068
788,wine_benchmark_0198.csv,KNN,0.5039,0.4732,0.6661
789,wine_benchmark_0198.csv,LOF,0.5073,0.4704,0.687
790,wine_benchmark_0198.csv,PCA,0.4996,0.4686,0.042
791,wine_benchmark_0198.csv,LODA,0.5109,0.4722,0.079
792,wine_benchmark_0199.csv,KNN,0.4814,0.4472,0.6686
793,wine_benchmark_0199.csv,LOF,0.4854,0.4546,0.6821
794,wine_benchmark_0199.csv,PCA,0.4825,0.45,0.046
795,wine_benchmark_0199.csv,LODA,0.477,0.4491,0.102
796,wine_benchmark_0200.csv,KNN,0.5138,0.4727,0.612
797,wine_benchmark_0200.csv,LOF,0.512,0.4655,0.573
798,wine_benchmark_0200.csv,PCA,0.5087,0.4709,0.052
799,wine_benchmark_0200.csv,LODA,0.5074,0.4709,0.062
800,wine_benchmark_0201.csv,KNN,0.5049,0.4534,0.14
801,wine_benchmark_0201.csv,LOF,0.5143,0.4626,0.21
802,wine_benchmark_0201.csv,PCA,0.4879,0.4414,0.013
803,wine_benchmark_0201.csv,LODA,0.4811,0.4367,0.071
804,wine_benchmark_0202.csv,KNN,0.4909,0.422,0.131
805,wine_benchmark_0202.csv,LOF,0.5011,0.4308,0.145
806,wine_benchmark_0202.csv,PCA,0.486,0.4201,0.011
807,wine_benchmark_0202.csv,LODA,0.5046,0.4493,0.0967
808,wine_benchmark_0203.csv,KNN,0.5062,0.4475,0.137
809,wine_benchmark_0203.csv,LOF,0.5173,0.477,0.194
810,wine_benchmark_0203.csv,PCA,0.4858,0.4457,0.013
811,wine_benchmark_0203.csv,LODA,0.4824,0.4392,0.102
812,wine_benchmark_0204.csv,KNN,0.4986,0.4437,0.158
813,wine_benchmark_0204.csv,LOF,0.5095,0.4549,0.2135
814,wine_benchmark_0204.csv,PCA,0.4823,0.4456,0.013
815,wine_benchmark_0204.csv,LODA,0.5056,0.453,0.098
816,wine_benchmark_0205.csv,KNN,0.5054,0.4516,0.145
