,benchmark,model,AUC,precision @ rank,anomaly.rate,time
1326,skin_benchmark_0332.csv,PCA,0.7144,0.0,0.001,0.012
1327,skin_benchmark_0332.csv,LODA,0.7409,0.0,0.001,0.137
1328,skin_benchmark_0333.csv,KNN,0.9592,0.0,0.001,0.172
1329,skin_benchmark_0333.csv,LOF,0.9067,0.0,0.001,0.229
1330,skin_benchmark_0333.csv,PCA,0.7511,0.0,0.001,0.012
1331,skin_benchmark_0333.csv,LODA,0.87,0.0,0.001,0.103
1332,skin_benchmark_0334.csv,KNN,0.9591,0.0,0.001,0.168
1333,skin_benchmark_0334.csv,LOF,0.9015,0.0,0.001,0.271
1334,skin_benchmark_0334.csv,PCA,0.8532,0.0,0.001,0.012
1335,skin_benchmark_0334.csv,LODA,0.9403,0.0,0.001,0.151
1336,skin_benchmark_0335.csv,KNN,0.9647,0.0,0.001,0.138
1337,skin_benchmark_0335.csv,LOF,0.9118,0.0,0.001,0.278
1338,skin_benchmark_0335.csv,PCA,0.7644,0.0,0.001,0.014
1339,skin_benchmark_0335.csv,LODA,0.7258,0.0,0.001,0.111
1340,skin_benchmark_0336.csv,KNN,0.8865,0.0,0.001,0.7991
1341,skin_benchmark_0336.csv,LOF,0.9385,0.0,0.001,0.9404
1342,skin_benchmark_0336.csv,PCA,0.7145,0.0,0.001,0.02
1343,skin_benchmark_0336.csv,LODA,0.7495,0.0,0.001,0.119
1344,skin_benchmark_0337.csv,KNN,0.9074,0.0,0.001,0.7941
1345,skin_benchmark_0337.csv,LOF,0.9271,0.0,0.001,0.9411
1346,skin_benchmark_0337.csv,PCA,0.7097,0.0,0.001,0.02
1347,skin_benchmark_0337.csv,LODA,0.8234,0.0,0.001,0.103
1348,skin_benchmark_0338.csv,KNN,0.861,0.0,0.001,0.9881
1349,skin_benchmark_0338.csv,LOF,0.905,0.0,0.001,1.1546
1350,skin_benchmark_0338.csv,PCA,0.6394,0.0,0.001,0.018
1351,skin_benchmark_0338.csv,LODA,0.6394,0.0,0.001,0.094
1352,skin_benchmark_0339.csv,KNN,0.8815,0.0,0.001,0.7681
1353,skin_benchmark_0339.csv,LOF,0.9238,0.0,0.001,1.0678
1354,skin_benchmark_0339.csv,PCA,0.5734,0.0,0.001,0.019
1355,skin_benchmark_0339.csv,LODA,0.5554,0.0,0.001,0.134
1356,skin_benchmark_0340.csv,KNN,0.8895,0.0,0.001,0.8559
1357,skin_benchmark_0340.csv,LOF,0.9073,0.0,0.001,1.1261
1358,skin_benchmark_0340.csv,PCA,0.5538,0.0,0.001,0.021
1359,skin_benchmark_0340.csv,LODA,0.5333,0.0,0.001,0.123
1360,skin_benchmark_0341.csv,KNN,0.9743,0.0,0.001,0.053
1361,skin_benchmark_0341.csv,LOF,0.7963,0.0,0.001,0.081
1362,skin_benchmark_0341.csv,PCA,0.3967,0.0,0.001,0.013
1363,skin_benchmark_0341.csv,LODA,0.6751,0.0,0.001,0.129
1364,skin_benchmark_0342.csv,KNN,0.9901,0.0,0.001,0.051
1365,skin_benchmark_0342.csv,LOF,0.7771,0.0,0.001,0.082
1366,skin_benchmark_0342.csv,PCA,0.5098,0.0,0.001,0.013
1367,skin_benchmark_0342.csv,LODA,0.8158,0.0,0.001,0.158
1368,skin_benchmark_0343.csv,KNN,0.9622,0.0,0.001,0.045
1369,skin_benchmark_0343.csv,LOF,0.1126,0.0,0.001,0.097
1370,skin_benchmark_0343.csv,PCA,0.6549,0.0,0.001,0.017
1371,skin_benchmark_0343.csv,LODA,0.9427,0.0,0.001,0.14
1372,skin_benchmark_0344.csv,KNN,0.9585,0.0,0.001,0.0607
1373,skin_benchmark_0344.csv,LOF,0.147,0.0,0.001,0.082
1374,skin_benchmark_0344.csv,PCA,0.6084,0.0,0.001,0.013
1375,skin_benchmark_0344.csv,LODA,0.8343,0.0,0.001,0.134
1376,skin_benchmark_0345.csv,KNN,0.9875,0.0,0.001,0.05
1377,skin_benchmark_0345.csv,LOF,0.7109,0.0,0.001,0.082
1378,skin_benchmark_0345.csv,PCA,0.7565,0.0,0.001,0.012
1379,skin_benchmark_0345.csv,LODA,0.9129,0.0,0.001,0.1538
1380,skin_benchmark_0346.csv,KNN,0.9756,0.0,0.001,0.084
1381,skin_benchmark_0346.csv,LOF,0.555,0.0,0.001,0.12
1382,skin_benchmark_0346.csv,PCA,0.6996,0.0,0.001,0.013
1383,skin_benchmark_0346.csv,LODA,0.7242,0.0,0.001,0.152
1384,skin_benchmark_0347.csv,KNN,0.9754,0.0,0.001,0.069
1385,skin_benchmark_0347.csv,LOF,0.7543,0.0,0.001,0.124
1386,skin_benchmark_0347.csv,PCA,0.3772,0.0,0.001,0.024
1387,skin_benchmark_0347.csv,LODA,0.5632,0.0,0.001,0.111
1388,skin_benchmark_0348.csv,KNN,0.9659,0.0,0.001,0.075
1389,skin_benchmark_0348.csv,LOF,0.7062,0.0,0.001,0.096
1390,skin_benchmark_0348.csv,PCA,0.5243,0.0,0.001,0.011
1391,skin_benchmark_0348.csv,LODA,0.6145,0.0,0.001,0.1355
1392,skin_benchmark_0349.csv,KNN,0.9752,0.0,0.001,0.075
1393,skin_benchmark_0349.csv,LOF,0.7682,0.0,0.001,0.124
1394,skin_benchmark_0349.csv,PCA,0.4067,0.0,0.001,0.013
1395,skin_benchmark_0349.csv,LODA,0.6135,0.0,0.001,0.102
1396,skin_benchmark_0350.csv,KNN,0.9538,0.0,0.001,0.063
1397,skin_benchmark_0350.csv,LOF,0.5213,0.0,0.001,0.114
1398,skin_benchmark_0350.csv,PCA,0.5569,0.0,0.001,0.012
1399,skin_benchmark_0350.csv,LODA,0.6055,0.0,0.001,0.139
1400,skin_benchmark_0351.csv,KNN,0.9136,0.0,0.001,0.152
1401,skin_benchmark_0351.csv,LOF,0.9192,0.0,0.001,0.268
1402,skin_benchmark_0351.csv,PCA,0.6287,0.0,0.001,0.015
1403,skin_benchmark_0351.csv,LODA,0.6514,0.0,0.001,0.1067
1404,skin_benchmark_0352.csv,KNN,0.9627,0.0,0.001,0.155
1405,skin_benchmark_0352.csv,LOF,0.8158,0.0,0.001,0.246
1406,skin_benchmark_0352.csv,PCA,0.5428,0.0,0.001,0.014
1407,skin_benchmark_0352.csv,LODA,0.5615,0.0,0.001,0.136
1408,skin_benchmark_0353.csv,KNN,0.9413,0.0,0.001,0.169
1409,skin_benchmark_0353.csv,LOF,0.8192,0.0,0.001,0.271
1410,skin_benchmark_0353.csv,PCA,0.4936,0.0,0.001,0.014
1411,skin_benchmark_0353.csv,LODA,0.5603,0.0,0.001,0.125
1412,skin_benchmark_0354.csv,KNN,0.9484,0.0,0.001,0.146
1413,skin_benchmark_0354.csv,LOF,0.9047,0.0,0.001,0.234
1414,skin_benchmark_0354.csv,PCA,0.5403,0.0,0.001,0.019
1415,skin_benchmark_0354.csv,LODA,0.7123,0.0,0.001,0.118
1416,skin_benchmark_0355.csv,KNN,0.9314,0.0,0.001,0.128
1417,skin_benchmark_0355.csv,LOF,0.8642,0.0,0.001,0.242
1418,skin_benchmark_0355.csv,PCA,0.5716,0.0,0.001,0.014
1419,skin_benchmark_0355.csv,LODA,0.6658,0.0,0.001,0.133
1420,skin_benchmark_0356.csv,KNN,0.8307,0.0,0.001,0.9016
1421,skin_benchmark_0356.csv,LOF,0.9382,0.0,0.001,1.1771
1422,skin_benchmark_0356.csv,PCA,0.5683,0.0,0.001,0.027
1423,skin_benchmark_0356.csv,LODA,0.6921,0.0,0.001,0.099
1424,skin_benchmark_0357.csv,KNN,0.8887,0.0,0.001,0.7351
1425,skin_benchmark_0357.csv,LOF,0.8928,0.0,0.001,1.0001
1426,skin_benchmark_0357.csv,PCA,0.4203,0.0,0.001,0.019
1427,skin_benchmark_0357.csv,LODA,0.4151,0.0,0.001,0.098
1428,skin_benchmark_0358.csv,KNN,0.8886,0.0,0.001,0.7906
1429,skin_benchmark_0358.csv,LOF,0.9416,0.0,0.001,1.1491
1430,skin_benchmark_0358.csv,PCA,0.3958,0.0,0.001,0.02
1431,skin_benchmark_0358.csv,LODA,0.5239,0.0,0.001,0.111
1432,skin_benchmark_0359.csv,KNN,0.8166,0.0,0.001,0.7581
1433,skin_benchmark_0359.csv,LOF,0.8513,0.0,0.001,1.0201
1434,skin_benchmark_0359.csv,PCA,0.5563,0.0,0.001,0.022
1435,skin_benchmark_0359.csv,LODA,0.728,0.0,0.001,0.119
1436,skin_benchmark_0360.csv,KNN,0.8798,0.0,0.001,0.6621
1437,skin_benchmark_0360.csv,LOF,0.9705,0.0,0.001,1.0248
1438,skin_benchmark_0360.csv,PCA,0.7648,0.0,0.001,0.019
1439,skin_benchmark_0360.csv,LODA,0.8161,0.0,0.001,0.111
1440,skin_benchmark_0361.csv,KNN,0.9725,0.0,0.001,0.05
1441,skin_benchmark_0361.csv,LOF,0.8303,0.0,0.001,0.083
1442,skin_benchmark_0361.csv,PCA,0.5483,0.0,0.001,0.012
1443,skin_benchmark_0361.csv,LODA,0.7626,0.0,0.001,0.141
1444,skin_benchmark_0362.csv,KNN,0.9841,0.0,0.001,0.059
1445,skin_benchmark_0362.csv,LOF,0.7065,0.0,0.001,0.094
1446,skin_benchmark_0362.csv,PCA,0.7179,0.0,0.001,0.013
1447,skin_benchmark_0362.csv,LODA,0.9085,0.0,0.001,0.159
1448,skin_benchmark_0363.csv,KNN,0.9889,0.0,0.001,0.053
1449,skin_benchmark_0363.csv,LOF,0.7648,0.0,0.001,0.084
1450,skin_benchmark_0363.csv,PCA,0.534,0.0,0.001,0.012
1451,skin_benchmark_0363.csv,LODA,0.6591,0.0,0.001,0.141
1452,skin_benchmark_0364.csv,KNN,0.9895,0.0,0.001,0.039
1453,skin_benchmark_0364.csv,LOF,0.875,0.0,0.001,0.067
1454,skin_benchmark_0364.csv,PCA,0.5596,0.0,0.001,0.011
1455,skin_benchmark_0364.csv,LODA,0.6562,0.0,0.001,0.128
1456,skin_benchmark_0365.csv,KNN,0.9913,0.0,0.001,0.047
1457,skin_benchmark_0365.csv,LOF,0.8988,0.0,0.001,0.087
1458,skin_benchmark_0365.csv,PCA,0.5418,0.0,0.001,0.013
1459,skin_benchmark_0365.csv,LODA,0.8604,0.0,0.001,0.102
1460,skin_benchmark_0366.csv,KNN,0.9492,0.0,0.001,0.068
1461,skin_benchmark_0366.csv,LOF,0.3652,0.0,0.001,0.12
1462,skin_benchmark_0366.csv,PCA,0.6004,0.0,0.001,0.011
1463,skin_benchmark_0366.csv,LODA,0.6397,0.0,0.001,0.12
1464,skin_benchmark_0367.csv,KNN,0.9701,0.0,0.001,0.068
1465,skin_benchmark_0367.csv,LOF,0.5205,0.0,0.001,0.117
1466,skin_benchmark_0367.csv,PCA,0.5722,0.0,0.001,0.01
1467,skin_benchmark_0367.csv,LODA,0.6231,0.0,0.001,0.119
1468,skin_benchmark_0368.csv,KNN,0.9727,0.0,0.001,0.071
1469,skin_benchmark_0368.csv,LOF,0.5695,0.0,0.001,0.117
1470,skin_benchmark_0368.csv,PCA,0.6459,0.0,0.001,0.01
1471,skin_benchmark_0368.csv,LODA,0.7487,0.0,0.001,0.091
1472,skin_benchmark_0369.csv,KNN,0.9676,0.0,0.001,0.054
1473,skin_benchmark_0369.csv,LOF,0.8263,0.0,0.001,0.115
1474,skin_benchmark_0369.csv,PCA,0.7193,0.0,0.001,0.01
1475,skin_benchmark_0369.csv,LODA,0.8723,0.0,0.001,0.126
1476,skin_benchmark_0370.csv,KNN,0.9468,0.0,0.001,0.077
1477,skin_benchmark_0370.csv,LOF,0.6723,0.0,0.001,0.139
1478,skin_benchmark_0370.csv,PCA,0.6529,0.0,0.001,0.012
1479,skin_benchmark_0370.csv,LODA,0.7995,0.0,0.001,0.111
1480,skin_benchmark_0371.csv,KNN,0.9307,0.0,0.001,0.161
1481,skin_benchmark_0371.csv,LOF,0.7826,0.0,0.001,0.297
1482,skin_benchmark_0371.csv,PCA,0.5006,0.0,0.001,0.014
1483,skin_benchmark_0371.csv,LODA,0.6658,0.0,0.001,0.127
1484,skin_benchmark_0372.csv,KNN,0.9597,0.0,0.001,0.146
1485,skin_benchmark_0372.csv,LOF,0.822,0.0,0.001,0.268
1486,skin_benchmark_0372.csv,PCA,0.4934,0.0,0.001,0.014
1487,skin_benchmark_0372.csv,LODA,0.6986,0.0,0.001,0.139
1488,skin_benchmark_0373.csv,KNN,0.9405,0.0,0.001,0.131
1489,skin_benchmark_0373.csv,LOF,0.8891,0.0,0.001,0.216
1490,skin_benchmark_0373.csv,PCA,0.4204,0.0,0.001,0.027
1491,skin_benchmark_0373.csv,LODA,0.5112,0.0,0.001,0.112
1492,skin_benchmark_0374.csv,KNN,0.9464,0.0,0.001,0.156
1493,skin_benchmark_0374.csv,LOF,0.851,0.0,0.001,0.233
1494,skin_benchmark_0374.csv,PCA,0.5749,0.0,0.001,0.011
1495,skin_benchmark_0374.csv,LODA,0.7243,0.0,0.001,0.124
1496,skin_benchmark_0375.csv,KNN,0.9344,0.0,0.001,0.148
1497,skin_benchmark_0375.csv,LOF,0.8919,0.0,0.001,0.256
1498,skin_benchmark_0375.csv,PCA,0.5167,0.0,0.001,0.015
1499,skin_benchmark_0375.csv,LODA,0.5921,0.0,0.001,0.148
1500,skin_benchmark_0376.csv,KNN,0.8015,0.0,0.001,0.8506
1501,skin_benchmark_0376.csv,LOF,0.9055,0.0,0.001,1.0581
1502,skin_benchmark_0376.csv,PCA,0.3386,0.0,0.001,0.034
1503,skin_benchmark_0376.csv,LODA,0.4904,0.0,0.001,0.098
1504,skin_benchmark_0377.csv,KNN,0.8256,0.0,0.001,0.6991
1505,skin_benchmark_0377.csv,LOF,0.8592,0.0,0.001,1.0411
1506,skin_benchmark_0377.csv,PCA,0.3709,0.0,0.001,0.028
1507,skin_benchmark_0377.csv,LODA,0.3753,0.0,0.001,0.142
1508,skin_benchmark_0378.csv,KNN,0.7934,0.0,0.001,0.8581
1509,skin_benchmark_0378.csv,LOF,0.9325,0.0,0.001,0.9671
1510,skin_benchmark_0378.csv,PCA,0.3001,0.0,0.001,0.02
1511,skin_benchmark_0378.csv,LODA,0.2982,0.0,0.001,0.089
1512,skin_benchmark_0379.csv,KNN,0.8908,0.0,0.001,0.7041
1513,skin_benchmark_0379.csv,LOF,0.9097,0.0,0.001,1.0331
1514,skin_benchmark_0379.csv,PCA,0.6825,0.0,0.001,0.02
1515,skin_benchmark_0379.csv,LODA,0.5913,0.0,0.001,0.1309
1516,skin_benchmark_0380.csv,KNN,0.873,0.0,0.001,0.7451
1517,skin_benchmark_0380.csv,LOF,0.9516,0.0,0.001,0.9571
1518,skin_benchmark_0380.csv,PCA,0.5387,0.0,0.001,0.018
1519,skin_benchmark_0380.csv,LODA,0.5168,0.0,0.001,0.117
1520,skin_benchmark_0381.csv,KNN,0.9858,0.0,0.001,0.04
1521,skin_benchmark_0381.csv,LOF,0.8203,0.0,0.001,0.083
1522,skin_benchmark_0381.csv,PCA,0.8226,0.0,0.001,0.012
1523,skin_benchmark_0381.csv,LODA,0.8321,0.0,0.001,0.125
1524,skin_benchmark_0382.csv,KNN,0.9888,0.0,0.001,0.056
1525,skin_benchmark_0382.csv,LOF,0.8281,0.0,0.001,0.101
1526,skin_benchmark_0382.csv,PCA,0.6161,0.0,0.001,0.015
1527,skin_benchmark_0382.csv,LODA,0.8112,0.0,0.001,0.103
1528,skin_benchmark_0383.csv,KNN,0.9891,0.0,0.001,0.059
1529,skin_benchmark_0383.csv,LOF,0.8582,0.0,0.001,0.095
1530,skin_benchmark_0383.csv,PCA,0.6694,0.0,0.001,0.024
1531,skin_benchmark_0383.csv,LODA,0.7278,0.0,0.001,0.15
1532,skin_benchmark_0384.csv,KNN,0.9934,0.0,0.001,0.051
1533,skin_benchmark_0384.csv,LOF,0.8545,0.0,0.001,0.089
1534,skin_benchmark_0384.csv,PCA,0.8398,0.0,0.001,0.014
1535,skin_benchmark_0384.csv,LODA,0.8712,0.0,0.001,0.159
1536,skin_benchmark_0385.csv,KNN,0.9887,0.0,0.001,0.068
1537,skin_benchmark_0385.csv,LOF,0.8331,0.0,0.001,0.097
1538,skin_benchmark_0385.csv,PCA,0.7729,0.0,0.001,0.012
1539,skin_benchmark_0385.csv,LODA,0.7499,0.0,0.001,0.133
1540,skin_benchmark_0386.csv,KNN,0.9653,0.0,0.001,0.058
1541,skin_benchmark_0386.csv,LOF,0.7716,0.0,0.001,0.099
1542,skin_benchmark_0386.csv,PCA,0.6754,0.0,0.001,0.011
1543,skin_benchmark_0386.csv,LODA,0.7716,0.0,0.001,0.134
1544,skin_benchmark_0387.csv,KNN,0.9726,0.0,0.001,0.082
1545,skin_benchmark_0387.csv,LOF,0.8832,0.0,0.001,0.126
1546,skin_benchmark_0387.csv,PCA,0.6802,0.0,0.001,0.013
1547,skin_benchmark_0387.csv,LODA,0.7297,0.0,0.001,0.154
1548,skin_benchmark_0388.csv,KNN,0.9703,0.0,0.001,0.081
1549,skin_benchmark_0388.csv,LOF,0.809,0.0,0.001,0.104
1550,skin_benchmark_0388.csv,PCA,0.6835,0.0,0.001,0.011
1551,skin_benchmark_0388.csv,LODA,0.7806,0.0,0.001,0.125
1552,skin_benchmark_0389.csv,KNN,0.9682,0.0,0.001,0.079
1553,skin_benchmark_0389.csv,LOF,0.705,0.0,0.001,0.1335
1554,skin_benchmark_0389.csv,PCA,0.7356,0.0,0.001,0.01
1555,skin_benchmark_0389.csv,LODA,0.7907,0.0,0.001,0.14
1556,skin_benchmark_0390.csv,KNN,0.976,0.0,0.001,0.069
1557,skin_benchmark_0390.csv,LOF,0.7807,0.0,0.001,0.125
1558,skin_benchmark_0390.csv,PCA,0.7739,0.0,0.001,0.013
1559,skin_benchmark_0390.csv,LODA,0.7983,0.0,0.001,0.145
1560,skin_benchmark_0391.csv,KNN,0.965,0.0,0.001,0.174
1561,skin_benchmark_0391.csv,LOF,0.9091,0.0,0.001,0.27
1562,skin_benchmark_0391.csv,PCA,0.8536,0.0,0.001,0.013
1563,skin_benchmark_0391.csv,LODA,0.8656,0.0,0.001,0.104
1564,skin_benchmark_0392.csv,KNN,0.9845,0.0,0.001,0.164
1565,skin_benchmark_0392.csv,LOF,0.9759,0.0,0.001,0.251
1566,skin_benchmark_0392.csv,PCA,0.8388,0.0,0.001,0.013
1567,skin_benchmark_0392.csv,LODA,0.8884,0.0,0.001,0.123
1568,skin_benchmark_0393.csv,KNN,0.9442,0.0,0.001,0.167
1569,skin_benchmark_0393.csv,LOF,0.725,0.0,0.001,0.25
1570,skin_benchmark_0393.csv,PCA,0.6405,0.0,0.001,0.014
1571,skin_benchmark_0393.csv,LODA,0.6574,0.0,0.001,0.147
1572,skin_benchmark_0394.csv,KNN,0.9531,0.0,0.001,0.183
1573,skin_benchmark_0394.csv,LOF,0.9157,0.0,0.001,0.286
1574,skin_benchmark_0394.csv,PCA,0.7137,0.0,0.001,0.014
1575,skin_benchmark_0394.csv,LODA,0.7096,0.0,0.001,0.132
1576,skin_benchmark_0395.csv,KNN,0.9683,0.0,0.001,0.179
1577,skin_benchmark_0395.csv,LOF,0.8408,0.0,0.001,0.2955
1578,skin_benchmark_0395.csv,PCA,0.7695,0.0,0.001,0.012
1579,skin_benchmark_0395.csv,LODA,0.8209,0.0,0.001,0.133
1580,skin_benchmark_0396.csv,KNN,0.9305,0.0,0.001,0.8241
1581,skin_benchmark_0396.csv,LOF,0.9531,0.0,0.001,1.0456
1582,skin_benchmark_0396.csv,PCA,0.7139,0.0,0.001,0.027
1583,skin_benchmark_0396.csv,LODA,0.7072,0.0,0.001,0.076
1584,skin_benchmark_0397.csv,KNN,0.9425,0.0,0.001,0.7661
1585,skin_benchmark_0397.csv,LOF,0.9663,0.0,0.001,0.8551
1586,skin_benchmark_0397.csv,PCA,0.6512,0.0,0.001,0.0245
1587,skin_benchmark_0397.csv,LODA,0.6931,0.0,0.001,0.099
1588,skin_benchmark_0398.csv,KNN,0.9589,0.0,0.001,0.8851
1589,skin_benchmark_0398.csv,LOF,0.9402,0.0,0.001,1.1741
1590,skin_benchmark_0398.csv,PCA,0.776,0.0,0.001,0.028
1591,skin_benchmark_0398.csv,LODA,0.7361,0.0,0.001,0.098
1592,skin_benchmark_0399.csv,KNN,0.8401,0.0,0.001,0.9751
1593,skin_benchmark_0399.csv,LOF,0.8936,0.0,0.001,1.2601
1594,skin_benchmark_0399.csv,PCA,0.5106,0.0,0.001,0.02
1595,skin_benchmark_0399.csv,LODA,0.4128,0.0,0.001,0.094
1596,skin_benchmark_0400.csv,KNN,0.9192,0.0,0.001,0.7991
1597,skin_benchmark_0400.csv,LOF,0.9206,0.0,0.001,0.9181
1598,skin_benchmark_0400.csv,PCA,0.6334,0.0,0.001,0.02
1599,skin_benchmark_0400.csv,LODA,0.7224,0.0,0.001,0.093
1600,skin_benchmark_0401.csv,KNN,0.9866,0.0,0.001,0.053
1601,skin_benchmark_0401.csv,LOF,0.7783,0.0,0.001,0.089
1602,skin_benchmark_0401.csv,PCA,0.6288,0.0,0.001,0.023
1603,skin_benchmark_0401.csv,LODA,0.684,0.0,0.001,0.155
1604,skin_benchmark_0402.csv,KNN,0.9855,0.0,0.001,0.052
1605,skin_benchmark_0402.csv,LOF,0.6521,0.0,0.001,0.096
1606,skin_benchmark_0402.csv,PCA,0.549,0.0,0.001,0.017
1607,skin_benchmark_0402.csv,LODA,0.7906,0.0,0.001,0.143
1608,skin_benchmark_0403.csv,KNN,0.9747,0.0,0.001,0.051
1609,skin_benchmark_0403.csv,LOF,0.458,0.0,0.001,0.098
1610,skin_benchmark_0403.csv,PCA,0.5078,0.0,0.001,0.025
1611,skin_benchmark_0403.csv,LODA,0.7921,0.0,0.001,0.143
1612,skin_benchmark_0404.csv,KNN,0.9855,0.0,0.001,0.047
1613,skin_benchmark_0404.csv,LOF,0.7122,0.0,0.001,0.068
1614,skin_benchmark_0404.csv,PCA,0.5626,0.0,0.001,0.01
1615,skin_benchmark_0404.csv,LODA,0.835,0.0,0.001,0.1365
1616,skin_benchmark_0405.csv,KNN,0.9847,0.0,0.001,0.055
1617,skin_benchmark_0405.csv,LOF,0.7751,0.0,0.001,0.094
1618,skin_benchmark_0405.csv,PCA,0.4713,0.0,0.001,0.014
1619,skin_benchmark_0405.csv,LODA,0.7492,0.0,0.001,0.085
1620,skin_benchmark_0406.csv,KNN,0.9669,0.0,0.001,0.057
1621,skin_benchmark_0406.csv,LOF,0.6527,0.0,0.001,0.129
1622,skin_benchmark_0406.csv,PCA,0.6349,0.0,0.001,0.014
1623,skin_benchmark_0406.csv,LODA,0.686,0.0,0.001,0.157
1624,skin_benchmark_0407.csv,KNN,0.9534,0.0,0.001,0.074
1625,skin_benchmark_0407.csv,LOF,0.4757,0.0,0.001,0.131
1626,skin_benchmark_0407.csv,PCA,0.5399,0.0,0.001,0.013
1627,skin_benchmark_0407.csv,LODA,0.6726,0.0,0.001,0.132
1628,skin_benchmark_0408.csv,KNN,0.9722,0.0,0.001,0.081
1629,skin_benchmark_0408.csv,LOF,0.5975,0.0,0.001,0.123
1630,skin_benchmark_0408.csv,PCA,0.6579,0.0,0.001,0.013
1631,skin_benchmark_0408.csv,LODA,0.826,0.0,0.001,0.136
1632,skin_benchmark_0409.csv,KNN,0.9677,0.0,0.001,0.082
1633,skin_benchmark_0409.csv,LOF,0.8762,0.0,0.001,0.133
1634,skin_benchmark_0409.csv,PCA,0.6138,0.0,0.001,0.012
1635,skin_benchmark_0409.csv,LODA,0.7867,0.0,0.001,0.148
1636,skin_benchmark_0410.csv,KNN,0.9556,0.0,0.001,0.071
1637,skin_benchmark_0410.csv,LOF,0.7129,0.0,0.001,0.125
1638,skin_benchmark_0410.csv,PCA,0.6515,0.0,0.001,0.014
1639,skin_benchmark_0410.csv,LODA,0.8382,0.0,0.001,0.138
1640,skin_benchmark_0411.csv,KNN,0.9404,0.0,0.001,0.16
1641,skin_benchmark_0411.csv,LOF,0.8145,0.0,0.001,0.274
1642,skin_benchmark_0411.csv,PCA,0.5308,0.0,0.001,0.011
1643,skin_benchmark_0411.csv,LODA,0.542,0.0,0.001,0.131
1644,skin_benchmark_0412.csv,KNN,0.9403,0.0,0.001,0.192
1645,skin_benchmark_0412.csv,LOF,0.9078,0.0,0.001,0.273
1646,skin_benchmark_0412.csv,PCA,0.4855,0.0,0.001,0.014
1647,skin_benchmark_0412.csv,LODA,0.4646,0.0,0.001,0.15
1648,skin_benchmark_0413.csv,KNN,0.9411,0.0,0.001,0.122
1649,skin_benchmark_0413.csv,LOF,0.776,0.0,0.001,0.202
1650,skin_benchmark_0413.csv,PCA,0.3867,0.0,0.001,0.012
1651,skin_benchmark_0413.csv,LODA,0.5978,0.0,0.001,0.117
1652,skin_benchmark_0414.csv,KNN,0.9329,0.0,0.001,0.187
1653,skin_benchmark_0414.csv,LOF,0.8339,0.0,0.001,0.2691
1654,skin_benchmark_0414.csv,PCA,0.5931,0.0,0.001,0.015
1655,skin_benchmark_0414.csv,LODA,0.64,0.0,0.001,0.118
1656,skin_benchmark_0415.csv,KNN,0.9424,0.0,0.001,0.149
1657,skin_benchmark_0415.csv,LOF,0.8463,0.0,0.001,0.2281
1658,skin_benchmark_0415.csv,PCA,0.633,0.0,0.001,0.013
1659,skin_benchmark_0415.csv,LODA,0.696,0.0,0.001,0.143
1660,skin_benchmark_0416.csv,KNN,0.8437,0.0,0.001,0.8241
1661,skin_benchmark_0416.csv,LOF,0.8795,0.0,0.001,1.1671
1662,skin_benchmark_0416.csv,PCA,0.5489,0.0,0.001,0.021
1663,skin_benchmark_0416.csv,LODA,0.6781,0.0,0.001,0.141
1664,skin_benchmark_0417.csv,KNN,0.886,0.0,0.001,0.9471
1665,skin_benchmark_0417.csv,LOF,0.9439,0.0,0.001,1.2461
1666,skin_benchmark_0417.csv,PCA,0.7439,0.0,0.001,0.025
1667,skin_benchmark_0417.csv,LODA,0.6768,0.0,0.001,0.102
1668,skin_benchmark_0418.csv,KNN,0.932,0.0,0.001,0.9241
1669,skin_benchmark_0418.csv,LOF,0.9128,0.0,0.001,1.0301
1670,skin_benchmark_0418.csv,PCA,0.6152,0.0,0.001,0.024
1671,skin_benchmark_0418.csv,LODA,0.6307,0.0,0.001,0.125
1672,skin_benchmark_0419.csv,KNN,0.788,0.0,0.001,0.7606
1673,skin_benchmark_0419.csv,LOF,0.8654,0.0,0.001,1.0501
1674,skin_benchmark_0419.csv,PCA,0.4008,0.0,0.001,0.02
1675,skin_benchmark_0419.csv,LODA,0.5215,0.0,0.001,0.098
1676,skin_benchmark_0420.csv,KNN,0.8364,0.0,0.001,0.6941
1677,skin_benchmark_0420.csv,LOF,0.8492,0.0,0.001,0.9501
1678,skin_benchmark_0420.csv,PCA,0.5526,0.0,0.001,0.018
1679,skin_benchmark_0420.csv,LODA,0.5155,0.0,0.001,0.125
1680,skin_benchmark_0421.csv,KNN,0.9683,0.0,0.001,0.073
1681,skin_benchmark_0421.csv,LOF,0.761,0.0,0.001,0.109
1682,skin_benchmark_0421.csv,PCA,0.4771,0.0,0.001,0.014
1683,skin_benchmark_0421.csv,LODA,0.6163,0.0,0.001,0.149
1684,skin_benchmark_0422.csv,KNN,0.9892,0.0,0.001,0.041
1685,skin_benchmark_0422.csv,LOF,0.9154,0.0,0.001,0.078
1686,skin_benchmark_0422.csv,PCA,0.4676,0.0,0.001,0.011
1687,skin_benchmark_0422.csv,LODA,0.7196,0.0,0.001,0.127
1688,skin_benchmark_0423.csv,KNN,0.9838,0.0,0.001,0.05
1689,skin_benchmark_0423.csv,LOF,0.8263,0.0,0.001,0.084
1690,skin_benchmark_0423.csv,PCA,0.4154,0.0,0.001,0.022
1691,skin_benchmark_0423.csv,LODA,0.6849,0.0,0.001,0.14
