,benchmark,model,AUC,precision @ rank,anomaly.rate,time
3022,skin_benchmark_0816.csv,PCA,0.4875,0.0,0.005,0.024
3023,skin_benchmark_0816.csv,LODA,0.4742,0.0,0.005,0.14
3024,skin_benchmark_0817.csv,KNN,0.7148,0.0,0.005,1.0511
3025,skin_benchmark_0817.csv,LOF,0.6942,0.0,0.005,1.2806
3026,skin_benchmark_0817.csv,PCA,0.6438,0.0,0.005,0.021
3027,skin_benchmark_0817.csv,LODA,0.6719,0.0,0.005,0.127
3028,skin_benchmark_0818.csv,KNN,0.6535,0.0,0.005,0.9981
3029,skin_benchmark_0818.csv,LOF,0.6577,0.0,0.005,1.2871
3030,skin_benchmark_0818.csv,PCA,0.5471,0.0,0.005,0.018
3031,skin_benchmark_0818.csv,LODA,0.509,0.0,0.005,0.133
3032,skin_benchmark_0819.csv,KNN,0.592,0.0333,0.005,1.0151
3033,skin_benchmark_0819.csv,LOF,0.6185,0.0333,0.005,1.3599
3034,skin_benchmark_0819.csv,PCA,0.5865,0.0,0.005,0.029
3035,skin_benchmark_0819.csv,LODA,0.5219,0.0,0.005,0.151
3036,skin_benchmark_0820.csv,KNN,0.5877,0.0,0.005,1.0306
3037,skin_benchmark_0820.csv,LOF,0.5623,0.0,0.005,1.3272
3038,skin_benchmark_0820.csv,PCA,0.5962,0.0,0.005,0.023
3039,skin_benchmark_0820.csv,LODA,0.6431,0.0,0.005,0.142
3040,skin_benchmark_0821.csv,KNN,0.9617,0.0,0.005,0.05
3041,skin_benchmark_0821.csv,LOF,0.8512,0.0,0.005,0.077
3042,skin_benchmark_0821.csv,PCA,0.183,0.0,0.005,0.013
3043,skin_benchmark_0821.csv,LODA,0.3906,0.0,0.005,0.118
3044,skin_benchmark_0822.csv,KNN,0.9611,0.0667,0.005,0.061
3045,skin_benchmark_0822.csv,LOF,0.8055,0.0,0.005,0.095
3046,skin_benchmark_0822.csv,PCA,0.2093,0.0,0.005,0.018
3047,skin_benchmark_0822.csv,LODA,0.3366,0.0,0.005,0.118
3048,skin_benchmark_0823.csv,KNN,0.9699,0.0667,0.005,0.051
3049,skin_benchmark_0823.csv,LOF,0.8561,0.0,0.005,0.096
3050,skin_benchmark_0823.csv,PCA,0.135,0.0,0.005,0.011
3051,skin_benchmark_0823.csv,LODA,0.3132,0.0,0.005,0.124
3052,skin_benchmark_0824.csv,KNN,0.9623,0.1,0.005,0.05
3053,skin_benchmark_0824.csv,LOF,0.8586,0.0,0.005,0.085
3054,skin_benchmark_0824.csv,PCA,0.204,0.0,0.005,0.012
3055,skin_benchmark_0824.csv,LODA,0.3532,0.0,0.005,0.112
3056,skin_benchmark_0825.csv,KNN,0.9678,0.069,0.005,0.052
3057,skin_benchmark_0825.csv,LOF,0.8402,0.0,0.005,0.091
3058,skin_benchmark_0825.csv,PCA,0.252,0.0,0.005,0.01
3059,skin_benchmark_0825.csv,LODA,0.4152,0.0,0.005,0.145
3060,skin_benchmark_0826.csv,KNN,0.9069,0.0,0.005,0.065
3061,skin_benchmark_0826.csv,LOF,0.8792,0.0,0.005,0.108
3062,skin_benchmark_0826.csv,PCA,0.2466,0.0,0.005,0.012
3063,skin_benchmark_0826.csv,LODA,0.3138,0.0,0.005,0.106
3064,skin_benchmark_0827.csv,KNN,0.9293,0.0333,0.005,0.081
3065,skin_benchmark_0827.csv,LOF,0.9114,0.0333,0.005,0.1355
3066,skin_benchmark_0827.csv,PCA,0.2597,0.0,0.005,0.012
3067,skin_benchmark_0827.csv,LODA,0.3724,0.0,0.005,0.125
3068,skin_benchmark_0828.csv,KNN,0.893,0.0,0.005,0.0855
3069,skin_benchmark_0828.csv,LOF,0.8466,0.0,0.005,0.136
3070,skin_benchmark_0828.csv,PCA,0.2111,0.0,0.005,0.0161
3071,skin_benchmark_0828.csv,LODA,0.3101,0.0,0.005,0.099
3072,skin_benchmark_0829.csv,KNN,0.8847,0.0,0.005,0.067
3073,skin_benchmark_0829.csv,LOF,0.8181,0.0,0.005,0.13
3074,skin_benchmark_0829.csv,PCA,0.2957,0.0,0.005,0.011
3075,skin_benchmark_0829.csv,LODA,0.3923,0.0,0.005,0.115
3076,skin_benchmark_0830.csv,KNN,0.8953,0.0333,0.005,0.078
3077,skin_benchmark_0830.csv,LOF,0.8378,0.0,0.005,0.142
3078,skin_benchmark_0830.csv,PCA,0.2899,0.0,0.005,0.014
3079,skin_benchmark_0830.csv,LODA,0.3378,0.0,0.005,0.125
3080,skin_benchmark_0831.csv,KNN,0.7708,0.0,0.005,0.223
3081,skin_benchmark_0831.csv,LOF,0.7431,0.0,0.005,0.291
3082,skin_benchmark_0831.csv,PCA,0.3428,0.0,0.005,0.013
3083,skin_benchmark_0831.csv,LODA,0.3735,0.0,0.005,0.1305
3084,skin_benchmark_0832.csv,KNN,0.7348,0.0,0.005,0.204
3085,skin_benchmark_0832.csv,LOF,0.7809,0.0,0.005,0.339
3086,skin_benchmark_0832.csv,PCA,0.3224,0.0,0.005,0.019
3087,skin_benchmark_0832.csv,LODA,0.3692,0.0,0.005,0.129
3088,skin_benchmark_0833.csv,KNN,0.7502,0.0,0.005,0.188
3089,skin_benchmark_0833.csv,LOF,0.7402,0.0,0.005,0.311
3090,skin_benchmark_0833.csv,PCA,0.3566,0.0,0.005,0.012
3091,skin_benchmark_0833.csv,LODA,0.4335,0.0,0.005,0.122
3092,skin_benchmark_0834.csv,KNN,0.7517,0.0,0.005,0.202
3093,skin_benchmark_0834.csv,LOF,0.6852,0.0,0.005,0.312
3094,skin_benchmark_0834.csv,PCA,0.2211,0.0,0.005,0.021
3095,skin_benchmark_0834.csv,LODA,0.3536,0.0,0.005,0.1062
3096,skin_benchmark_0835.csv,KNN,0.7262,0.0,0.005,0.144
3097,skin_benchmark_0835.csv,LOF,0.6835,0.0,0.005,0.34
3098,skin_benchmark_0835.csv,PCA,0.3176,0.0,0.005,0.018
3099,skin_benchmark_0835.csv,LODA,0.3915,0.0,0.005,0.134
3100,skin_benchmark_0836.csv,KNN,0.6094,0.0333,0.005,0.9507
3101,skin_benchmark_0836.csv,LOF,0.5503,0.0,0.005,1.2691
3102,skin_benchmark_0836.csv,PCA,0.4666,0.0,0.005,0.021
3103,skin_benchmark_0836.csv,LODA,0.5062,0.0,0.005,0.131
3104,skin_benchmark_0837.csv,KNN,0.4884,0.0,0.005,1.0476
3105,skin_benchmark_0837.csv,LOF,0.4378,0.0,0.005,1.1946
3106,skin_benchmark_0837.csv,PCA,0.3375,0.0,0.005,0.024
3107,skin_benchmark_0837.csv,LODA,0.3494,0.0,0.005,0.105
3108,skin_benchmark_0838.csv,KNN,0.5122,0.0,0.005,0.8841
3109,skin_benchmark_0838.csv,LOF,0.5067,0.0,0.005,1.1622
3110,skin_benchmark_0838.csv,PCA,0.3189,0.0,0.005,0.029
3111,skin_benchmark_0838.csv,LODA,0.3805,0.0,0.005,0.09
3112,skin_benchmark_0839.csv,KNN,0.486,0.0,0.005,0.9501
3113,skin_benchmark_0839.csv,LOF,0.4784,0.0,0.005,1.2761
3114,skin_benchmark_0839.csv,PCA,0.3712,0.0,0.005,0.021
3115,skin_benchmark_0839.csv,LODA,0.4268,0.0,0.005,0.114
3116,skin_benchmark_0840.csv,KNN,0.5204,0.0,0.005,1.0961
3117,skin_benchmark_0840.csv,LOF,0.4601,0.0,0.005,1.1076
3118,skin_benchmark_0840.csv,PCA,0.2869,0.0,0.005,0.023
3119,skin_benchmark_0840.csv,LODA,0.4077,0.0,0.005,0.108
3120,skin_benchmark_0901.csv,KNN,0.9352,0.0167,0.01,0.052
3121,skin_benchmark_0901.csv,LOF,0.4782,0.0,0.01,0.102
3122,skin_benchmark_0901.csv,PCA,0.57,0.0,0.01,0.015
3123,skin_benchmark_0901.csv,LODA,0.7301,0.0,0.01,0.1131
3124,skin_benchmark_0902.csv,KNN,0.9299,0.0167,0.01,0.055
3125,skin_benchmark_0902.csv,LOF,0.437,0.0,0.01,0.083
3126,skin_benchmark_0902.csv,PCA,0.5687,0.0,0.01,0.014
3127,skin_benchmark_0902.csv,LODA,0.7084,0.0,0.01,0.131
3128,skin_benchmark_0903.csv,KNN,0.9457,0.0667,0.01,0.043
3129,skin_benchmark_0903.csv,LOF,0.4034,0.0,0.01,0.075
3130,skin_benchmark_0903.csv,PCA,0.615,0.0,0.01,0.013
3131,skin_benchmark_0903.csv,LODA,0.7924,0.0,0.01,0.118
3132,skin_benchmark_0904.csv,KNN,0.9414,0.0667,0.01,0.051
3133,skin_benchmark_0904.csv,LOF,0.3863,0.0,0.01,0.098
3134,skin_benchmark_0904.csv,PCA,0.6149,0.0,0.01,0.016
3135,skin_benchmark_0904.csv,LODA,0.7798,0.0,0.01,0.097
3136,skin_benchmark_0905.csv,KNN,0.9479,0.0,0.01,0.046
3137,skin_benchmark_0905.csv,LOF,0.4166,0.0,0.01,0.085
3138,skin_benchmark_0905.csv,PCA,0.5816,0.0,0.01,0.011
3139,skin_benchmark_0905.csv,LODA,0.7346,0.0,0.01,0.128
3140,skin_benchmark_0906.csv,KNN,0.931,0.0167,0.01,0.068
3141,skin_benchmark_0906.csv,LOF,0.537,0.0,0.01,0.133
3142,skin_benchmark_0906.csv,PCA,0.5599,0.0,0.01,0.015
3143,skin_benchmark_0906.csv,LODA,0.6843,0.0,0.01,0.163
3144,skin_benchmark_0907.csv,KNN,0.9323,0.0,0.01,0.09
3145,skin_benchmark_0907.csv,LOF,0.5454,0.0,0.01,0.1156
3146,skin_benchmark_0907.csv,PCA,0.538,0.0,0.01,0.014
3147,skin_benchmark_0907.csv,LODA,0.7165,0.0,0.01,0.1563
3148,skin_benchmark_0908.csv,KNN,0.9336,0.0167,0.01,0.093
3149,skin_benchmark_0908.csv,LOF,0.5266,0.0,0.01,0.124
3150,skin_benchmark_0908.csv,PCA,0.5717,0.0,0.01,0.013
3151,skin_benchmark_0908.csv,LODA,0.7193,0.0167,0.01,0.144
3152,skin_benchmark_0909.csv,KNN,0.9214,0.0,0.01,0.066
3153,skin_benchmark_0909.csv,LOF,0.4706,0.0,0.01,0.116
3154,skin_benchmark_0909.csv,PCA,0.6,0.0,0.01,0.014
3155,skin_benchmark_0909.csv,LODA,0.6632,0.0,0.01,0.103
3156,skin_benchmark_0910.csv,KNN,0.9395,0.0,0.01,0.097
3157,skin_benchmark_0910.csv,LOF,0.5594,0.0,0.01,0.117
3158,skin_benchmark_0910.csv,PCA,0.5774,0.0,0.01,0.013
3159,skin_benchmark_0910.csv,LODA,0.7026,0.0,0.01,0.142
3160,skin_benchmark_0911.csv,KNN,0.9181,0.0167,0.01,0.208
3161,skin_benchmark_0911.csv,LOF,0.7744,0.0167,0.01,0.236
3162,skin_benchmark_0911.csv,PCA,0.5164,0.0,0.01,0.012
3163,skin_benchmark_0911.csv,LODA,0.6109,0.0,0.01,0.143
3164,skin_benchmark_0912.csv,KNN,0.9144,0.0167,0.01,0.177
3165,skin_benchmark_0912.csv,LOF,0.8196,0.0,0.01,0.226
3166,skin_benchmark_0912.csv,PCA,0.5694,0.0,0.01,0.012
3167,skin_benchmark_0912.csv,LODA,0.5357,0.0,0.01,0.126
3168,skin_benchmark_0913.csv,KNN,0.9152,0.0,0.01,0.1401
3169,skin_benchmark_0913.csv,LOF,0.717,0.0,0.01,0.282
3170,skin_benchmark_0913.csv,PCA,0.525,0.0,0.01,0.015
3171,skin_benchmark_0913.csv,LODA,0.6095,0.0,0.01,0.12
3172,skin_benchmark_0914.csv,KNN,0.9072,0.0,0.01,0.145
3173,skin_benchmark_0914.csv,LOF,0.7651,0.0,0.01,0.228
3174,skin_benchmark_0914.csv,PCA,0.5215,0.0,0.01,0.024
3175,skin_benchmark_0914.csv,LODA,0.5346,0.0,0.01,0.147
3176,skin_benchmark_0915.csv,KNN,0.9314,0.0,0.01,0.164
3177,skin_benchmark_0915.csv,LOF,0.8137,0.0,0.01,0.2541
3178,skin_benchmark_0915.csv,PCA,0.614,0.0167,0.01,0.012
3179,skin_benchmark_0915.csv,LODA,0.6514,0.0,0.01,0.138
3180,skin_benchmark_0916.csv,KNN,0.854,0.0,0.01,0.7681
3181,skin_benchmark_0916.csv,LOF,0.9086,0.0,0.01,1.0871
3182,skin_benchmark_0916.csv,PCA,0.5225,0.0,0.01,0.033
3183,skin_benchmark_0916.csv,LODA,0.5864,0.0167,0.01,0.098
3184,skin_benchmark_0917.csv,KNN,0.8374,0.0,0.01,0.9322
3185,skin_benchmark_0917.csv,LOF,0.8911,0.0333,0.01,1.3302
3186,skin_benchmark_0917.csv,PCA,0.5308,0.0,0.01,0.021
3187,skin_benchmark_0917.csv,LODA,0.6178,0.0,0.01,0.1
3188,skin_benchmark_0918.csv,KNN,0.8349,0.0,0.01,0.8671
3189,skin_benchmark_0918.csv,LOF,0.8992,0.0333,0.01,1.1641
3190,skin_benchmark_0918.csv,PCA,0.5192,0.0,0.01,0.031
3191,skin_benchmark_0918.csv,LODA,0.5658,0.0,0.01,0.131
3192,skin_benchmark_0919.csv,KNN,0.8334,0.0,0.01,0.7854
3193,skin_benchmark_0919.csv,LOF,0.9014,0.05,0.01,1.1006
3194,skin_benchmark_0919.csv,PCA,0.5338,0.0167,0.01,0.02
3195,skin_benchmark_0919.csv,LODA,0.5494,0.0,0.01,0.114
3196,skin_benchmark_0920.csv,KNN,0.8219,0.0,0.01,0.9221
3197,skin_benchmark_0920.csv,LOF,0.8823,0.0,0.01,1.1308
3198,skin_benchmark_0920.csv,PCA,0.5032,0.0,0.01,0.026
3199,skin_benchmark_0920.csv,LODA,0.5484,0.0,0.01,0.115
3200,skin_benchmark_0921.csv,KNN,0.9147,0.0167,0.01,0.063
3201,skin_benchmark_0921.csv,LOF,0.4573,0.0,0.01,0.085
3202,skin_benchmark_0921.csv,PCA,0.5679,0.1379,0.01,0.0114
3203,skin_benchmark_0921.csv,LODA,0.783,0.0,0.01,0.098
3204,skin_benchmark_0922.csv,KNN,0.9438,0.0333,0.01,0.048
3205,skin_benchmark_0922.csv,LOF,0.4838,0.0,0.01,0.079
3206,skin_benchmark_0922.csv,PCA,0.7019,0.3833,0.01,0.013
3207,skin_benchmark_0922.csv,LODA,0.8601,0.2041,0.01,0.135
3208,skin_benchmark_0923.csv,KNN,0.9302,0.0,0.01,0.054
3209,skin_benchmark_0923.csv,LOF,0.5372,0.0,0.01,0.1277
3210,skin_benchmark_0923.csv,PCA,0.7163,0.25,0.01,0.021
3211,skin_benchmark_0923.csv,LODA,0.8481,0.1724,0.01,0.178
3212,skin_benchmark_0924.csv,KNN,0.895,0.0,0.01,0.075
3213,skin_benchmark_0924.csv,LOF,0.3822,0.0,0.01,0.131
3214,skin_benchmark_0924.csv,PCA,0.6916,0.0,0.01,0.017
3215,skin_benchmark_0924.csv,LODA,0.7154,0.0,0.01,0.122
3216,skin_benchmark_0925.csv,KNN,0.9423,0.1167,0.01,0.062
3217,skin_benchmark_0925.csv,LOF,0.5664,0.0,0.01,0.087
3218,skin_benchmark_0925.csv,PCA,0.8038,0.4167,0.01,0.017
3219,skin_benchmark_0925.csv,LODA,0.8596,0.2,0.01,0.129
3220,skin_benchmark_0926.csv,KNN,0.9186,0.0,0.01,0.082
3221,skin_benchmark_0926.csv,LOF,0.6768,0.0,0.01,0.143
3222,skin_benchmark_0926.csv,PCA,0.7107,0.0,0.01,0.013
3223,skin_benchmark_0926.csv,LODA,0.7543,0.0333,0.01,0.106
3224,skin_benchmark_0927.csv,KNN,0.9375,0.0,0.01,0.076
3225,skin_benchmark_0927.csv,LOF,0.6765,0.0,0.01,0.14
3226,skin_benchmark_0927.csv,PCA,0.7291,0.0,0.01,0.017
3227,skin_benchmark_0927.csv,LODA,0.6861,0.0,0.01,0.1033
3228,skin_benchmark_0928.csv,KNN,0.9286,0.0167,0.01,0.083
3229,skin_benchmark_0928.csv,LOF,0.6005,0.0,0.01,0.13
3230,skin_benchmark_0928.csv,PCA,0.691,0.0,0.01,0.015
3231,skin_benchmark_0928.csv,LODA,0.7528,0.0167,0.01,0.1044
3232,skin_benchmark_0929.csv,KNN,0.9361,0.0333,0.01,0.084
3233,skin_benchmark_0929.csv,LOF,0.6797,0.0,0.01,0.15
3234,skin_benchmark_0929.csv,PCA,0.7389,0.0,0.01,0.015
3235,skin_benchmark_0929.csv,LODA,0.8697,0.0,0.01,0.093
3236,skin_benchmark_0930.csv,KNN,0.9196,0.0,0.01,0.083
3237,skin_benchmark_0930.csv,LOF,0.6197,0.0,0.01,0.139
3238,skin_benchmark_0930.csv,PCA,0.6782,0.0,0.01,0.012
3239,skin_benchmark_0930.csv,LODA,0.8351,0.0,0.01,0.117
3240,skin_benchmark_0931.csv,KNN,0.9413,0.0,0.01,0.19
3241,skin_benchmark_0931.csv,LOF,0.8041,0.0,0.01,0.3041
3242,skin_benchmark_0931.csv,PCA,0.739,0.0,0.01,0.016
3243,skin_benchmark_0931.csv,LODA,0.728,0.0333,0.01,0.117
3244,skin_benchmark_0932.csv,KNN,0.9401,0.0333,0.01,0.151
3245,skin_benchmark_0932.csv,LOF,0.8447,0.0167,0.01,0.263
3246,skin_benchmark_0932.csv,PCA,0.7024,0.0333,0.01,0.014
3247,skin_benchmark_0932.csv,LODA,0.7276,0.1833,0.01,0.1065
3248,skin_benchmark_0933.csv,KNN,0.9449,0.0167,0.01,0.166
3249,skin_benchmark_0933.csv,LOF,0.8179,0.0167,0.01,0.258
3250,skin_benchmark_0933.csv,PCA,0.7453,0.0,0.01,0.014
3251,skin_benchmark_0933.csv,LODA,0.6891,0.0167,0.01,0.111
3252,skin_benchmark_0934.csv,KNN,0.9465,0.0833,0.01,0.143
3253,skin_benchmark_0934.csv,LOF,0.8297,0.0167,0.01,0.293
3254,skin_benchmark_0934.csv,PCA,0.6641,0.05,0.01,0.015
3255,skin_benchmark_0934.csv,LODA,0.732,0.0667,0.01,0.108
3256,skin_benchmark_0935.csv,KNN,0.9314,0.0167,0.01,0.188
3257,skin_benchmark_0935.csv,LOF,0.8117,0.0167,0.01,0.259
3258,skin_benchmark_0935.csv,PCA,0.707,0.0,0.01,0.017
3259,skin_benchmark_0935.csv,LODA,0.7463,0.0,0.01,0.096
3260,skin_benchmark_0936.csv,KNN,0.8876,0.0167,0.01,0.7986
3261,skin_benchmark_0936.csv,LOF,0.9153,0.0667,0.01,1.0491
3262,skin_benchmark_0936.csv,PCA,0.6525,0.0167,0.01,0.041
3263,skin_benchmark_0936.csv,LODA,0.6944,0.0333,0.01,0.091
3264,skin_benchmark_0937.csv,KNN,0.9323,0.1,0.01,0.8741
3265,skin_benchmark_0937.csv,LOF,0.9482,0.1167,0.01,0.9271
3266,skin_benchmark_0937.csv,PCA,0.6796,0.1167,0.01,0.023
3267,skin_benchmark_0937.csv,LODA,0.6616,0.0833,0.01,0.135
3268,skin_benchmark_0938.csv,KNN,0.8637,0.0167,0.01,0.8681
3269,skin_benchmark_0938.csv,LOF,0.8964,0.0167,0.01,1.0731
3270,skin_benchmark_0938.csv,PCA,0.6084,0.0333,0.01,0.022
3271,skin_benchmark_0938.csv,LODA,0.5364,0.05,0.01,0.101
3272,skin_benchmark_0939.csv,KNN,0.9083,0.0167,0.01,1.0256
3273,skin_benchmark_0939.csv,LOF,0.9198,0.0167,0.01,1.1111
3274,skin_benchmark_0939.csv,PCA,0.6525,0.0,0.01,0.018
3275,skin_benchmark_0939.csv,LODA,0.6164,0.0,0.01,0.11
3276,skin_benchmark_0940.csv,KNN,0.9087,0.05,0.01,0.7481
3277,skin_benchmark_0940.csv,LOF,0.9315,0.0167,0.01,1.1641
3278,skin_benchmark_0940.csv,PCA,0.6792,0.0,0.01,0.0201
3279,skin_benchmark_0940.csv,LODA,0.6955,0.0,0.01,0.09
3280,skin_benchmark_0941.csv,KNN,0.9319,0.0333,0.01,0.055
3281,skin_benchmark_0941.csv,LOF,0.4625,0.0,0.01,0.109
3282,skin_benchmark_0941.csv,PCA,0.6238,0.0,0.01,0.012
3283,skin_benchmark_0941.csv,LODA,0.8001,0.0,0.01,0.135
3284,skin_benchmark_0942.csv,KNN,0.9377,0.0,0.01,0.052
3285,skin_benchmark_0942.csv,LOF,0.4436,0.0,0.01,0.088
3286,skin_benchmark_0942.csv,PCA,0.5606,0.0,0.01,0.013
3287,skin_benchmark_0942.csv,LODA,0.7856,0.0,0.01,0.134
3288,skin_benchmark_0943.csv,KNN,0.9437,0.0167,0.01,0.057
3289,skin_benchmark_0943.csv,LOF,0.5564,0.0,0.01,0.106
3290,skin_benchmark_0943.csv,PCA,0.5581,0.0,0.01,0.014
3291,skin_benchmark_0943.csv,LODA,0.7546,0.0,0.01,0.1082
3292,skin_benchmark_0944.csv,KNN,0.9464,0.05,0.01,0.05
3293,skin_benchmark_0944.csv,LOF,0.4659,0.0,0.01,0.082
3294,skin_benchmark_0944.csv,PCA,0.6318,0.0,0.01,0.012
3295,skin_benchmark_0944.csv,LODA,0.7135,0.0,0.01,0.121
3296,skin_benchmark_0945.csv,KNN,0.9402,0.0167,0.01,0.065
3297,skin_benchmark_0945.csv,LOF,0.4812,0.0,0.01,0.085
3298,skin_benchmark_0945.csv,PCA,0.6089,0.0,0.01,0.02
3299,skin_benchmark_0945.csv,LODA,0.8032,0.0,0.01,0.129
3300,skin_benchmark_0946.csv,KNN,0.9299,0.0333,0.01,0.086
3301,skin_benchmark_0946.csv,LOF,0.526,0.0,0.01,0.116
3302,skin_benchmark_0946.csv,PCA,0.5608,0.0,0.01,0.013
3303,skin_benchmark_0946.csv,LODA,0.6268,0.0,0.01,0.133
3304,skin_benchmark_0947.csv,KNN,0.9348,0.0,0.01,0.056
3305,skin_benchmark_0947.csv,LOF,0.5547,0.0,0.01,0.092
3306,skin_benchmark_0947.csv,PCA,0.5555,0.0,0.01,0.01
3307,skin_benchmark_0947.csv,LODA,0.625,0.0,0.01,0.132
3308,skin_benchmark_0948.csv,KNN,0.933,0.0167,0.01,0.091
3309,skin_benchmark_0948.csv,LOF,0.529,0.0,0.01,0.11
3310,skin_benchmark_0948.csv,PCA,0.5827,0.0,0.01,0.012
3311,skin_benchmark_0948.csv,LODA,0.6213,0.0,0.01,0.154
3312,skin_benchmark_0949.csv,KNN,0.9102,0.0,0.01,0.074
3313,skin_benchmark_0949.csv,LOF,0.4905,0.0,0.01,0.128
3314,skin_benchmark_0949.csv,PCA,0.5658,0.0,0.01,0.013
3315,skin_benchmark_0949.csv,LODA,0.5443,0.0,0.01,0.146
3316,skin_benchmark_0950.csv,KNN,0.9297,0.0167,0.01,0.068
3317,skin_benchmark_0950.csv,LOF,0.5234,0.0,0.01,0.115
3318,skin_benchmark_0950.csv,PCA,0.5628,0.0,0.01,0.014
3319,skin_benchmark_0950.csv,LODA,0.6895,0.0,0.01,0.1145
3320,skin_benchmark_0951.csv,KNN,0.9237,0.0,0.01,0.17
3321,skin_benchmark_0951.csv,LOF,0.8061,0.0,0.01,0.3016
3322,skin_benchmark_0951.csv,PCA,0.573,0.0,0.01,0.012
3323,skin_benchmark_0951.csv,LODA,0.6284,0.0,0.01,0.129
3324,skin_benchmark_0952.csv,KNN,0.9296,0.0167,0.01,0.154
3325,skin_benchmark_0952.csv,LOF,0.7963,0.0,0.01,0.261
3326,skin_benchmark_0952.csv,PCA,0.5517,0.0,0.01,0.026
3327,skin_benchmark_0952.csv,LODA,0.5897,0.0,0.01,0.124
3328,skin_benchmark_0953.csv,KNN,0.9135,0.0167,0.01,0.166
3329,skin_benchmark_0953.csv,LOF,0.7574,0.0,0.01,0.276
3330,skin_benchmark_0953.csv,PCA,0.5308,0.0,0.01,0.016
3331,skin_benchmark_0953.csv,LODA,0.5617,0.0,0.01,0.118
3332,skin_benchmark_0954.csv,KNN,0.9247,0.0167,0.01,0.167
3333,skin_benchmark_0954.csv,LOF,0.7625,0.0167,0.01,0.26
3334,skin_benchmark_0954.csv,PCA,0.561,0.0167,0.01,0.023
3335,skin_benchmark_0954.csv,LODA,0.6854,0.0167,0.01,0.111
3336,skin_benchmark_0955.csv,KNN,0.9182,0.0,0.01,0.2
3337,skin_benchmark_0955.csv,LOF,0.7664,0.0,0.01,0.264
3338,skin_benchmark_0955.csv,PCA,0.5329,0.0,0.01,0.017
3339,skin_benchmark_0955.csv,LODA,0.664,0.0,0.01,0.117
3340,skin_benchmark_0956.csv,KNN,0.8456,0.0,0.01,0.8771
3341,skin_benchmark_0956.csv,LOF,0.896,0.0,0.01,1.0811
3342,skin_benchmark_0956.csv,PCA,0.546,0.0,0.01,0.017
3343,skin_benchmark_0956.csv,LODA,0.6578,0.0333,0.01,0.104
3344,skin_benchmark_0957.csv,KNN,0.8437,0.0167,0.01,0.7791
3345,skin_benchmark_0957.csv,LOF,0.8949,0.0333,0.01,1.1001
3346,skin_benchmark_0957.csv,PCA,0.5213,0.0,0.01,0.02
3347,skin_benchmark_0957.csv,LODA,0.5552,0.0,0.01,0.115
3348,skin_benchmark_0958.csv,KNN,0.8793,0.0167,0.01,0.8241
3349,skin_benchmark_0958.csv,LOF,0.9046,0.0167,0.01,1.1911
3350,skin_benchmark_0958.csv,PCA,0.5684,0.0,0.01,0.031
3351,skin_benchmark_0958.csv,LODA,0.533,0.0,0.01,0.106
3352,skin_benchmark_0959.csv,KNN,0.8425,0.0,0.01,0.8901
3353,skin_benchmark_0959.csv,LOF,0.8977,0.0167,0.01,1.1072
3354,skin_benchmark_0959.csv,PCA,0.4978,0.0,0.01,0.022
3355,skin_benchmark_0959.csv,LODA,0.5316,0.0167,0.01,0.11
3356,skin_benchmark_0960.csv,KNN,0.8598,0.0,0.01,0.753
3357,skin_benchmark_0960.csv,LOF,0.9061,0.0,0.01,1.0351
3358,skin_benchmark_0960.csv,PCA,0.5512,0.0,0.01,0.018
3359,skin_benchmark_0960.csv,LODA,0.4153,0.0,0.01,0.127
3360,skin_benchmark_0961.csv,KNN,0.9445,0.0333,0.01,0.042
3361,skin_benchmark_0961.csv,LOF,0.5198,0.0,0.01,0.068
3362,skin_benchmark_0961.csv,PCA,0.5164,0.0,0.01,0.01
3363,skin_benchmark_0961.csv,LODA,0.7231,0.0,0.01,0.14
3364,skin_benchmark_0962.csv,KNN,0.9552,0.0,0.01,0.051
3365,skin_benchmark_0962.csv,LOF,0.5575,0.0,0.01,0.083
3366,skin_benchmark_0962.csv,PCA,0.5476,0.0,0.01,0.013
3367,skin_benchmark_0962.csv,LODA,0.7276,0.0,0.01,0.157
3368,skin_benchmark_0963.csv,KNN,0.9426,0.0667,0.01,0.05
3369,skin_benchmark_0963.csv,LOF,0.4468,0.0,0.01,0.078
3370,skin_benchmark_0963.csv,PCA,0.6103,0.0,0.01,0.022
3371,skin_benchmark_0963.csv,LODA,0.753,0.0,0.01,0.11
3372,skin_benchmark_0964.csv,KNN,0.947,0.0167,0.01,0.051
3373,skin_benchmark_0964.csv,LOF,0.4992,0.0,0.01,0.099
3374,skin_benchmark_0964.csv,PCA,0.5771,0.0,0.01,0.024
3375,skin_benchmark_0964.csv,LODA,0.7284,0.0,0.01,0.112
3376,skin_benchmark_0965.csv,KNN,0.9505,0.0167,0.01,0.05
3377,skin_benchmark_0965.csv,LOF,0.4172,0.0,0.01,0.082
3378,skin_benchmark_0965.csv,PCA,0.6074,0.0,0.01,0.013
3379,skin_benchmark_0965.csv,LODA,0.835,0.0,0.01,0.135
3380,skin_benchmark_0966.csv,KNN,0.9263,0.0167,0.01,0.056
3381,skin_benchmark_0966.csv,LOF,0.5523,0.0,0.01,0.09
3382,skin_benchmark_0966.csv,PCA,0.5386,0.0,0.01,0.025
3383,skin_benchmark_0966.csv,LODA,0.632,0.0,0.01,0.131
3384,skin_benchmark_0967.csv,KNN,0.9218,0.0,0.01,0.054
3385,skin_benchmark_0967.csv,LOF,0.5288,0.0,0.01,0.099
